$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
3,37,7,4,0,72,19,0.38,36,2,12,0.63,88,11,0.56,46,2,48.52,36.22,63649.28,0.59,294,0.03,3536.07,1757.32,0.58,18,36,71,0.35,135,159,41,22,54,8,50,0
20,33,7,8,49,58,17,0.17,26,2.23,14,0.82,82,17,1,93,0,99.14,25.67,65333.37,0.85,395,0.04,3629.63,2544.96,1,16,29,67,0.1,172,223,67,20,171,38,101,0
8,3,2,2,0,4,2,0.18,2,2,2,1,8,1,0,9,1,34.56,4,552.97,0.05,31,0.25,30.72,138.24,0.5,1,2,8,0.1,14,17,14,8,20,18.18,11,0
21,15,7,4,3,12,9,0.19,4,3,7,0.78,30,5,0.5,43,0,40.02,17.15,11771.13,0.23,121,0.06,653.95,686.36,0.56,4,6,23,0.13,49,72,30,21,72,14,47,0
1,11,2,0,0,20,6,0.35,10,2,3,0.5,22,1,0,17,2,13.79,21,6080.95,0.1,67,0.05,337.83,289.57,0.17,5,10,18,0.32,28,39,8,12,19,0,17,0
0,9,2,0,1,16,5,0.63,8,2,5,1,17,1,0,8,2,13.02,19.25,4824.58,0.08,59,0.05,268.03,250.63,0.2,4,8,14,0.5,28,31,8,11,10,11.11,8,0
1,11,2,1,0,16,6,0.55,6,2.67,4,0.67,18,5,0.8,10,1,14.62,13.72,2753.7,0.07,45,0.07,152.98,200.67,0.83,5,8,14,0.46,19,26,9,13,13,9.09,11,0
17,9,6,5,10,16,5,0.22,8,2,4,0.8,20,1,0,18,2,37.97,14.77,8282.6,0.19,104,0.07,460.14,560.8,0.2,4,8,17,0.1,48,56,26,16,51,45.45,23,0
7,27,2,2,1,52,14,0.58,26,2,3,0.21,76,1,0,22,1,99.64,24.6,60297.15,0.82,407,0.04,3349.84,2451.1,0.07,13,26,64,0.42,164,243,50,15,33,12,24,1
0,3,0,0,0,4,2,0.17,2,2,1,0.5,6,1,0,12,1,15.43,10,1542.87,0.05,37,0.1,85.72,154.29,0.5,1,2,6,0.15,16,21,8,10,13,0,12,0
1,9,3,0,0,14,5,0.45,6,2.33,3,0.6,21,3,0.5,11,3,25.83,12,3720,0.1,62,0.08,206.67,310,0.6,4,7,18,0.38,24,38,16,16,13,0,11,0
9,7,3,0,16,12,4,0.16,6,2,1,0.25,18,1,0,25,1,20.43,24,11768.4,0.16,102,0.04,653.8,490.35,0.25,3,6,16,0.08,48,54,14,14,51,39.02,25,0
23,11,5,1,7,8,8,0.17,4,2,5,0.63,24,1,0,45,1,42.42,24.2,24843.45,0.34,176,0.04,1380.19,1026.58,0.13,2,4,18,0.1,77,99,35,22,77,15.09,46,1
0,5,2,1,0,8,3,0.23,4,2,3,1,13,1,0,12,1,9.76,27,7115.55,0.09,60,0.04,395.31,263.54,0.33,2,4,12,0.21,27,33,7,14,14,7.69,13,0
10,3,1,2,13,4,2,0.1,2,2,1,0.5,8,1,0,19,0,54.15,14.62,11582.56,0.26,157,0.07,643.48,791.97,0.5,1,2,8,0.04,78,79,24,9,45,44.12,21,1
7,24,16,4,5,26,15,0.17,10,2.6,13,0.87,54,8,0.5,82,1,83.81,33,91264.07,0.92,404,0.03,5070.23,2765.58,0.53,8,13,41,0.15,187,217,85,30,99,9.89,86,1
0,97,4,0,0,192,49,0.71,96,2,4,0.08,241,1,0,69,0,46.69,123.06,707027.78,1.92,1018,0.01,39279.32,5745.45,0.02,48,96,194,0.7,523,495,34,16,70,0,69,0
1,3,3,1,0,4,2,0.25,2,2,2,1,8,1,0,7,0,17.31,5.5,523.51,0.03,25,0.18,29.08,95.18,0.5,1,2,8,0.2,11,14,7,7,10,12.5,8,0
1,5,1,0,0,8,3,0.43,4,2,2,0.67,10,3,1,7,2,10.91,8.8,844.8,0.03,24,0.11,46.93,96,1,2,4,9,0.33,8,16,5,11,9,0,7,0
19,11,4,5,19,20,6,0.19,10,2,4,0.67,25,5,0.8,26,0,27.15,22.89,14223.33,0.21,116,0.04,790.18,621.48,0.83,5,10,21,0.09,53,63,22,19,70,48,31,0
6,3,0,0,4,4,2,0.2,2,2,1,0.5,6,1,0,10,2,24.53,5.91,856.5,0.05,33,0.17,47.58,144.95,0.5,1,2,6,0.1,13,20,11,10,21,28.57,10,0
6,5,3,0,0,8,3,0.14,4,2,3,1,13,1,0,21,2,33.54,13,5667.6,0.15,88,0.08,314.87,435.97,0.33,2,4,12,0.11,36,52,18,13,28,0,21,0
1,9,1,0,0,16,5,0.45,8,2,3,0.6,18,1,0,11,2,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,0.2,4,8,15,0.38,22,29,10,13,13,0,11,0
16,5,3,2,14,6,3,0.17,2,3,3,1,15,3,1,16,4,24.56,18.53,8430.88,0.15,91,0.05,468.38,455,1,2,3,14,0.06,42,49,17,15,49,50,18,0
16,12,6,6,13,16,7,0.2,8,2,6,0.86,27,1,0,29,0,48.73,13.64,9060.53,0.22,116,0.07,503.36,664.44,0.14,4,8,22,0.11,45,71,33,20,65,39.58,35,0
1,7,0,0,0,12,4,0.4,6,2,1,0.25,16,1,0,10,3,8.55,23.4,4683.66,0.07,48,0.04,260.2,200.16,0.25,3,6,14,0.33,18,30,5,13,12,0,10,0
3,25,0,0,0,34,14,0.56,14,2.43,1,0.07,45,10,0.69,25,3,27.2,31.11,26315.66,0.28,147,0.03,1461.98,845.97,0.71,10,17,33,0.48,67,80,28,26,29,0,25,0
1,5,1,0,0,8,3,0.38,4,2,1,0.33,10,1,0,8,1,13.45,12.44,2082.85,0.06,37,0.08,115.71,167.37,0.33,2,4,9,0.3,16,21,9,14,10,0,8,0
3,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,3,12.44,7.71,740.57,0.03,24,0.13,41.14,96,0.5,1,2,6,0.25,12,12,7,9,8,0,4,0
1,3,1,0,0,4,2,0.22,2,2,2,1,7,1,0,9,3,16.96,6.75,772.53,0.04,28,0.15,42.92,114.45,0.5,1,2,7,0.18,12,16,8,9,11,0,9,0
2,5,3,0,0,8,3,0.25,4,2,3,1,10,1,0,12,3,18.35,8.33,1274.38,0.05,36,0.12,70.8,152.93,0.33,2,4,9,0.2,15,21,9,10,15,0,12,0
5,3,3,0,2,4,2,0.15,2,2,2,1,8,1,0,13,1,24.46,8.75,1872.96,0.07,48,0.11,104.05,214.05,0.5,1,2,8,0.1,21,27,12,10,21,13.33,13,0
2,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,0.5,1,2,6,0.29,7,7,4,7,7,0,4,0
2,11,3,0,0,16,6,0.27,6,2.67,3,0.5,19,3,0.4,22,2,20.15,21.39,9220.24,0.14,81,0.05,512.24,431.08,0.5,5,8,15,0.24,35,46,18,22,25,0,22,0
1,7,0,0,0,12,4,0.33,6,2,1,0.25,14,1,0,12,0,21.91,10.05,2210.79,0.07,48,0.1,122.82,220.08,0.25,3,6,12,0.29,17,31,11,13,14,0,12,0
25,9,4,5,17,14,5,0.22,6,2.33,3,0.6,22,3,0.5,18,1,39.88,13.33,7090.32,0.18,98,0.08,393.91,531.77,0.6,4,7,19,0.08,45,53,27,16,66,55,23,0
6,5,1,7,2,8,3,0.13,4,2,1,0.33,11,1,0,17,2,20.45,15.17,4705.14,0.1,66,0.07,261.39,310.23,0.33,2,4,10,0.09,26,40,12,14,33,34.62,24,0
0,12,1,3,0,14,7,0.41,6,2.33,2,0.29,19,5,0.67,14,2,30.54,11.43,3988.95,0.12,67,0.09,221.61,349.03,0.71,4,7,14,0.39,30,37,21,16,18,17.65,17,0
21,89,5,6,1,176,45,0.61,88,2,3,0.07,266,1,0,68,1,318.29,36.8,430930.48,3.9,1588,0.03,23940.58,11711.56,0.02,44,88,223,0.46,645,943,149,17,97,9.33,74,1
4,5,2,0,0,10,3,0.3,4,2.5,2,0.67,8,1,0,10,0,16.1,20,6441.86,0.11,67,0.05,357.88,322.09,0.33,3,5,7,0.2,30,37,12,16,15,0,10,0
1,3,1,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,10.75,6,387.18,0.02,18,0.17,21.51,64.53,0.5,1,2,6,0.29,6,12,4,8,7,0,5,0
7,5,1,0,8,8,3,0.07,4,2,1,0.33,11,1,0,46,4,99.6,16.93,28538.58,0.56,276,0.06,1585.48,1685.95,0.33,2,4,10,0.05,133,143,55,14,62,14.81,46,0
4,13,4,1,4,16,7,0.23,4,4,2,0.29,22,6,0.83,29,1,62.47,19.9,24732.36,0.41,215,0.05,1374.02,1242.99,0.86,6,10,17,0.18,97,118,39,16,39,14.71,30,1
28,11,5,9,27,18,6,0.16,8,2.25,5,0.83,27,4,0.6,28,1,60.67,14.77,13234.87,0.3,155,0.07,735.27,896.11,0.67,5,9,23,0.06,72,83,39,16,93,56.25,37,1
10,17,1,0,3,30,9,0.3,14,2.14,5,0.56,31,7,0.75,30,0,44.42,9.42,3946.1,0.14,83,0.11,219.23,418.68,0.78,8,15,24,0.2,29,54,20,13,44,9.09,30,0
10,27,0,4,7,34,14,0.48,8,4.25,1,0.07,35,14,1,25,0,46.65,17.11,13659.38,0.27,149,0.06,758.85,798.28,1,13,17,23,0.25,66,83,27,14,56,30.56,29,0
0,3,1,0,0,4,2,0.5,2,2,2,1,7,1,0,4,0,6.17,7,302.3,0.01,13,0.14,16.79,43.19,0.5,1,2,7,0.4,6,7,3,7,5,0,4,0
0,9,0,0,0,12,5,0.83,4,3,1,0.2,13,5,1,6,1,18.02,6.29,712.17,0.04,29,0.16,39.57,113.3,1,4,6,10,0.71,11,18,7,8,7,0,6,0
12,3,9,2,18,4,2,0.13,2,2,2,1,14,1,0,13,1,61.47,4.05,1009.6,0.08,53,0.25,56.09,249.12,0.5,1,2,14,0.04,22,31,19,7,46,60.61,15,1
14,13,3,1,47,22,7,0.18,10,2.2,3,0.43,27,3,0.33,38,4,39.49,24.85,24386.04,0.33,173,0.04,1354.78,981.33,0.43,6,11,22,0.07,71,102,30,21,101,55.81,39,0
1,7,0,0,0,10,4,0.5,4,2.5,1,0.25,11,4,1,8,1,8.89,17.5,2722.81,0.05,36,0.06,151.27,155.59,1,3,5,9,0.4,15,21,6,14,10,0,8,0
0,3,0,0,0,4,2,0.5,2,2,1,0.5,6,1,0,4,1,7.91,6.13,296.65,0.02,14,0.16,16.48,48.43,0.5,1,2,6,0.4,7,7,4,7,5,0,4,0
7,11,4,0,7,18,6,0.17,8,2.25,5,0.83,29,4,0.6,35,0,63.05,28.78,52205.44,0.6,297,0.03,2900.3,1814.23,0.67,5,9,25,0.12,141,156,49,20,50,16.67,35,0
6,3,1,1,3,4,2,0.5,2,2,2,1,5,1,0,3,1,12.18,3,109.62,0.01,11,0.33,6.09,36.54,0.5,1,2,5,0.14,4,7,4,6,14,57.14,4,0
9,59,13,0,1,82,34,0.39,40,2.05,22,0.65,133,15,0.42,88,2,71.79,42,126638.31,1.01,450,0.02,7035.46,3015.2,0.44,21,41,101,0.34,189,261,72,32,99,1.12,88,0
20,17,1,5,12,30,9,0.36,14,2.14,2,0.22,30,1,0,20,1,32.02,26.93,23220.17,0.29,152,0.04,1290.01,862.21,0.11,8,15,23,0.16,71,81,29,22,58,45.95,25,0
17,33,0,15,0,64,17,0.25,32,2,1,0.06,81,1,0,53,1,396.21,14.03,77960.6,1.85,783,0.07,4331.14,5557.76,0.06,16,32,66,0.2,399,384,128,9,86,22.06,68,0
1,3,1,0,0,4,2,0.4,2,2,1,0.5,6,1,0,5,1,11.86,5.25,326.92,0.02,18,0.19,18.16,62.27,0.5,1,2,6,0.29,6,12,4,7,7,0,5,0
43,13,10,3,15,24,7,0.17,12,2,7,1,33,1,0,38,1,49.36,14.73,10712.03,0.24,134,0.07,595.11,727.12,0.14,6,12,28,0.07,55,79,28,15,100,32.14,41,0
0,17,2,0,0,26,9,0.29,10,2.6,2,0.22,30,3,0.25,31,6,27.36,29.33,23526.15,0.27,154,0.03,1307.01,802.26,0.33,8,13,23,0.28,69,85,20,17,32,0,31,0
7,7,0,1,3,12,4,0.2,6,2,1,0.25,13,3,0.67,19,2,19.14,14,3750.95,0.09,57,0.07,208.39,267.93,0.75,3,6,11,0.13,24,33,12,14,31,17.39,20,0
1,7,1,0,0,10,4,0.44,4,2.5,2,0.5,13,3,0.67,9,1,12.65,16.67,3515.14,0.07,46,0.06,195.29,210.91,0.75,3,5,11,0.36,20,26,9,15,11,0,9,0
11,23,2,1,20,38,12,0.18,16,2.38,3,0.25,41,11,0.91,64,2,80.39,13.95,15650.31,0.37,183,0.07,869.46,1121.66,0.92,11,19,31,0.12,87,96,53,17,97,24.71,65,1
0,5,2,0,0,6,3,0.17,2,3,2,0.67,10,3,1,18,1,30.6,9.39,2697.84,0.1,58,0.11,149.88,287.34,1,2,3,9,0.16,26,32,18,13,19,0,18,0
6,5,2,0,11,8,3,0.07,4,2,1,0.33,14,1,0,43,3,51.66,44.29,101338.65,0.76,394,0.02,5629.92,2288.1,0.33,2,4,13,0.05,187,207,38,18,61,20.37,43,0
4,3,3,0,0,4,2,0.12,2,2,2,1,9,1,0,17,1,27.97,23.08,14896.06,0.22,139,0.04,827.56,645.5,0.5,1,2,9,0.09,50,89,13,12,22,0,17,0
1,17,4,0,0,30,9,0.47,14,2.14,4,0.44,36,9,1,19,2,26.08,25.85,17423.93,0.22,125,0.04,968,674.04,1,8,15,29,0.43,47,78,20,22,21,0,19,0
0,3,0,0,0,4,2,1,2,2,1,0.5,6,1,0,0,1,9.51,4,152.16,0.01,12,0.25,8.45,38.04,0.5,1,2,6,2,4,8,3,6,1,0,0,0
0,5,1,0,0,8,3,0.38,4,2,3,1,15,1,0,8,0,17.84,12,2568.63,0.07,48,0.08,142.7,214.05,0.33,2,4,14,0.33,24,24,11,11,9,0,8,0
16,57,4,0,35,112,29,0.14,56,2,2,0.07,111,1,0,209,4,233.67,37.57,329746.68,2.93,1182,0.03,18319.26,8777.84,0.03,28,56,84,0.11,571,611,152,20,261,14.34,209,0
1,13,0,0,0,20,7,0.88,8,2.5,1,0.14,21,6,0.83,8,2,8.51,21.12,3799.3,0.06,44,0.05,211.07,179.85,0.86,6,10,16,0.7,13,31,4,13,10,0,8,0
8,17,3,0,0,12,13,0.23,6,2,12,0.92,36,1,0,56,0,36.39,41.23,61862.5,0.5,253,0.02,3436.81,1500.48,0.08,3,6,25,0.2,111,142,35,26,65,0,56,0
1,73,6,0,0,134,37,0.55,62,2.16,18,0.49,143,18,0.47,67,3,56.51,54.89,170295.87,1.03,469,0.02,9460.88,3102.3,0.49,36,67,108,0.54,181,288,61,37,69,0,67,0
11,29,2,4,2,54,15,0.29,26,2.08,2,0.13,60,8,0.5,48,2,16.05,54,46843.61,0.29,163,0.02,2602.42,867.47,0.53,14,27,47,0.23,72,91,16,24,66,11.11,52,0
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,1,6,6,216,0.01,12,0.17,12,36,0.5,1,2,6,0.29,4,8,2,6,7,0,6,0
1,3,1,0,0,4,2,0.15,2,2,1,0.5,7,1,0,13,2,26.51,7.13,1345.7,0.06,43,0.14,74.76,188.87,0.5,1,2,7,0.13,19,24,12,9,15,0,13,0
2,7,6,0,2,10,4,0.25,4,2.5,3,0.75,19,3,0.67,16,2,35.44,9.9,3476.92,0.12,69,0.1,193.16,351.03,0.75,3,5,17,0.19,32,37,21,13,21,11.11,16,0
1,11,0,0,0,20,6,0.26,10,2,1,0.17,23,6,1,23,1,23.89,25.29,15285.15,0.2,116,0.04,849.17,604.3,1,5,10,19,0.24,43,73,17,20,25,0,23,0
3,5,1,1,0,6,3,0.21,2,3,2,0.67,8,3,1,13,4,23.84,7.5,1341.1,0.06,39,0.13,74.51,178.81,1,2,3,7,0.17,15,24,12,12,18,7.14,14,0
18,42,11,4,10,52,26,0.18,24,2.17,20,0.77,107,11,0.4,139,0,120.55,35.67,153359.58,1.43,583,0.03,8519.98,4299.65,0.42,14,26,83,0.14,267,316,131,35,182,9.15,143,1
37,48,0,1,48,80,27,0.23,40,2,1,0.04,93,13,0.46,116,4,111.77,28.44,90416.52,1.06,485,0.04,5023.14,3178.98,0.48,20,40,68,0.13,157,328,69,25,203,29.7,117,0
9,13,3,0,2,24,7,0.26,12,2,3,0.43,26,3,0.33,27,0,22.13,13.39,3968.8,0.1,61,0.07,220.49,296.34,0.43,6,12,21,0.18,25,36,14,15,38,6.9,27,0
23,11,4,4,24,20,6,0.19,10,2,6,1,31,1,0,27,3,67.71,14.27,13778.81,0.32,178,0.07,765.49,965.88,0.17,5,10,27,0.08,83,95,32,11,79,50.91,31,0
13,9,3,1,25,14,5,0.42,6,2.33,1,0.2,17,1,0,11,0,27.87,8.63,2073.17,0.08,50,0.12,115.18,240.37,0.2,4,7,14,0.1,23,27,16,12,51,70.27,12,0
4,7,5,2,7,12,4,0.11,6,2,2,0.5,22,1,0,35,0,58.21,21.95,28043.45,0.43,221,0.05,1557.97,1277.68,0.25,3,6,20,0.08,107,114,39,16,49,20.45,37,0
1,19,7,1,0,30,10,0.48,12,2.5,5,0.5,39,7,0.67,20,2,31.94,20.33,13197.22,0.22,122,0.05,733.18,649.28,0.7,9,15,31,0.43,55,67,23,17,23,4.76,21,0
26,19,6,7,44,34,10,0.25,16,2.13,3,0.3,44,1,0,33,0,84.79,15.33,19927.37,0.43,210,0.07,1107.08,1299.86,0.1,9,17,36,0.09,101,109,56,17,111,60.71,40,0
1,3,0,0,0,4,2,0.17,2,2,1,0.5,6,1,0,12,2,22.81,5.4,665.23,0.04,29,0.19,36.96,123.19,0.5,1,2,6,0.14,12,17,10,9,14,0,12,0
1,7,0,0,0,10,4,0.5,4,2.5,1,0.25,12,3,0.67,8,2,10.8,10,1080,0.04,27,0.1,60,108,0.75,3,5,10,0.4,12,15,6,10,10,0,8,0
24,37,5,18,38,62,19,0.16,26,2.38,10,0.53,70,9,0.44,103,4,182.27,15.56,44121.9,0.95,419,0.06,2451.22,2835.87,0.47,18,31,53,0.1,195,224,94,15,184,35.22,121,0
18,11,4,6,7,18,6,0.21,8,2.25,5,0.83,23,4,0.6,23,1,43.34,14.66,9309.11,0.21,115,0.07,517.16,635.21,0.67,5,9,19,0.11,50,65,29,17,55,36.11,29,1
4,5,3,0,0,6,3,0.2,2,3,2,0.67,12,1,0,15,0,38.11,8.16,2536.38,0.1,64,0.12,140.91,310.91,0.33,2,3,11,0.15,31,33,19,10,20,0,15,0
2,9,4,0,2,14,5,0.38,6,2.33,4,0.8,17,4,0.75,13,1,20.09,10.5,2214.54,0.07,46,0.1,123.03,210.91,0.8,4,7,14,0.28,21,25,12,12,18,13.33,13,0
1,11,5,1,0,18,6,0.29,8,2.25,3,0.5,22,1,0,20,1,31.18,19.55,11909.67,0.2,113,0.05,661.65,609.33,0.17,5,9,18,0.26,43,70,22,20,23,4.76,21,0
5,7,1,1,3,10,4,0.24,4,2.5,1,0.25,13,1,0,16,2,34.78,14.04,6856.63,0.16,90,0.07,380.92,488.36,0.25,3,5,11,0.15,39,51,25,18,26,20,17,0
3,17,6,0,0,24,10,0.23,12,2,10,1,44,1,0,43,4,38.43,28.04,30219.56,0.36,181,0.04,1678.86,1077.71,0.1,6,12,36,0.21,83,98,37,25,47,0,43,0
1,3,2,0,0,4,2,0.4,2,2,2,1,8,1,0,5,2,11.2,7.5,630,0.03,21,0.13,35,84,0.5,1,2,8,0.29,9,12,6,10,7,0,5,0
1,13,3,0,0,24,7,0.33,12,2,6,0.86,32,1,0,21,0,40.75,21.69,19168.66,0.29,160,0.05,1064.93,883.77,0.14,6,12,27,0.3,74,86,29,17,23,0,21,0
2,21,1,2,4,40,11,0.37,20,2,3,0.27,47,6,0.5,28,1,26.33,28.41,21254.38,0.25,151,0.04,1180.8,748.08,0.55,10,20,38,0.3,69,82,17,14,37,17.65,30,0
4,7,1,0,0,12,4,0.4,6,2,1,0.25,17,1,0,10,3,11.6,38.5,17191.86,0.15,95,0.03,955.1,446.54,0.25,3,6,15,0.27,66,29,12,14,15,0,10,0
9,3,3,0,1,4,2,0.11,2,2,2,1,8,1,0,18,0,64,8.03,4132.74,0.17,98,0.12,229.6,514.29,0.5,1,2,8,0.03,45,53,28,10,67,5.26,18,0
1,9,0,3,0,8,6,0.25,4,2,1,0.17,18,1,0,21,2,13.76,36,17838.51,0.17,102,0.03,991.03,495.51,0.17,2,4,14,0.23,44,58,11,18,26,12.5,24,0
8,3,2,1,0,4,2,0.18,2,2,2,1,7,1,0,10,4,26.99,6.97,1309.86,0.06,40,0.14,72.77,188.02,0.5,1,2,7,0.1,19,21,15,11,20,9.09,11,0
1,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,2,21.28,15.27,4964.7,0.11,70,0.07,275.82,325.07,0.5,1,2,6,0.25,24,46,11,14,8,0,6,0
4,29,4,0,5,56,15,0.42,28,2,8,0.53,61,1,0,36,2,40.52,27.02,29576.11,0.36,193,0.04,1643.12,1094.78,0.07,14,28,48,0.33,91,102,32,19,46,12.2,36,0
3,9,2,0,0,16,5,0.28,8,2,2,0.4,19,1,0,18,3,29.23,9.38,2568.93,0.09,57,0.11,142.72,274.02,0.2,4,8,16,0.23,25,32,16,12,22,0,18,0
20,7,3,3,8,12,4,0.14,6,2,2,0.5,19,1,0,25,1,32.27,25.33,20709.67,0.27,148,0.04,1150.54,817.49,0.25,3,6,17,0.07,72,76,27,19,57,30.56,28,0
8,13,2,2,9,22,7,0.25,10,2.2,2,0.29,26,3,0.33,26,2,20.57,34.44,24402.86,0.24,135,0.03,1355.71,708.47,0.43,6,11,21,0.15,62,73,18,20,46,29.73,28,0
1,3,2,0,2,4,2,0.29,2,2,2,1,8,1,0,7,0,15.23,5,380.74,0.03,20,0.2,21.15,76.15,0.5,1,2,8,0.18,10,10,7,7,11,22.22,7,0
4,7,2,4,1,12,4,0.17,6,2,2,0.5,20,1,0,19,1,33.31,17,9625.29,0.19,105,0.06,534.74,566.19,0.25,3,6,18,0.14,50,55,25,17,29,20.83,23,0
0,7,0,0,0,12,4,0.29,6,2,1,0.25,13,1,0,14,2,13.04,18.56,4494.57,0.08,57,0.05,249.7,242.13,0.25,3,6,11,0.27,27,30,8,11,15,0,14,0
2,3,1,0,0,4,2,0.14,2,2,2,1,9,1,0,14,6,18.15,15,4084.22,0.09,63,0.07,226.9,272.28,0.5,1,2,9,0.12,30,33,10,10,17,0,14,0
15,45,8,8,46,56,23,0.37,12,4.67,7,0.3,64,19,0.82,55,2,65.12,36.85,88450.77,0.8,389,0.03,4913.93,2400.1,0.83,22,84,43,0.18,179,210,51,21,125,49.54,63,1
0,13,1,0,1,28,7,0.64,12,2.33,3,0.43,25,1,0,11,1,11.3,26.81,8126.06,0.1,69,0.04,451.45,303.07,0.14,8,14,20,0.54,33,36,8,13,13,8.33,11,0
5,5,2,2,0,8,3,0.19,4,2,2,0.67,11,1,0,14,2,40.79,8.29,2800.36,0.11,67,0.12,155.58,337.97,0.33,2,4,10,0.14,29,38,21,12,22,12.5,16,0
1,7,3,0,0,10,4,0.4,4,2.5,3,0.75,16,3,0.67,10,3,18.06,11.85,2534.72,0.07,45,0.08,140.82,213.97,0.75,3,5,14,0.33,22,23,13,14,12,0,10,0
1,3,1,0,0,4,2,0.22,2,2,2,1,6,1,0,9,4,19.24,10.63,2172.39,0.07,43,0.09,120.69,204.46,0.5,1,2,6,0.18,17,26,12,15,11,0,9,0
7,3,1,1,6,4,2,0.33,2,2,2,1,6,1,0,5,1,20.84,3.94,323.05,0.03,21,0.25,17.95,82.04,0.5,1,2,6,0.1,9,12,8,7,20,58.33,6,0
26,34,19,1,6,32,25,0.21,16,2,25,1,74,8,0.29,117,1,86.32,29.13,73246.56,0.84,368,0.03,4069.25,2514.5,0.32,8,16,51,0.17,143,225,81,33,151,5.65,118,1
13,5,2,4,0,8,3,0.21,4,2,1,0.33,12,1,0,10,2,32.11,9.58,2947.52,0.1,61,0.1,163.75,307.71,0.33,2,4,11,0.11,26,35,19,14,28,28.57,14,0
4,5,1,0,0,6,3,0.3,2,3,1,0.33,9,1,0,10,2,18.38,11.23,2316.45,0.07,45,0.09,128.69,206.32,0.33,2,3,8,0.2,19,26,11,13,15,0,10,1
3,5,3,0,3,8,3,0.14,4,2,3,1,14,1,0,21,1,26.21,11.72,3599.53,0.1,62,0.09,199.97,307.16,0.33,2,4,13,0.11,25,37,16,15,27,12.5,21,0
3,7,2,4,3,12,4,0.16,6,2,3,0.75,13,1,0,21,1,38.31,13.54,7020.93,0.17,95,0.07,390.05,518.65,0.25,3,6,11,0.13,43,52,27,17,32,25,25,1
1,41,8,4,1,48,28,0.27,24,2,13,0.46,94,14,0.48,99,3,40.18,114.52,526977.11,1.53,676,0.01,29276.51,4601.77,0.5,12,24,68,0.26,284,392,62,50,106,4.81,103,0
7,3,2,0,6,4,2,0.13,2,2,2,1,8,1,0,15,0,39.13,6.39,1597.11,0.08,52,0.16,88.73,249.98,0.5,1,2,8,0.07,23,29,18,10,29,28.57,15,0
3,7,2,0,0,12,4,0.31,6,2,3,0.75,14,1,0,13,3,16.66,27.3,12420.23,0.15,88,0.04,690.01,454.95,0.25,3,6,12,0.24,39,49,15,21,17,0,13,0
0,3,0,0,0,6,2,0.67,2,3,1,0.5,5,1,0,3,0,10.28,4.38,196.76,0.01,13,0.23,10.93,44.97,0.5,2,3,5,0.5,5,8,4,7,4,0,3,0
27,15,9,5,29,28,8,0.2,12,2.33,7,0.88,41,1,0,35,1,61.99,27.4,46526.99,0.57,271,0.04,2584.83,1698.3,0.13,8,14,35,0.08,121,150,53,24,97,49.28,40,1
0,5,2,0,0,8,3,0.6,4,2,3,1,10,1,0,5,2,15.88,10.11,1623.23,0.05,36,0.1,90.18,160.54,0.33,2,4,9,0.5,14,22,9,13,6,0,5,0
8,3,2,2,0,4,2,0.18,2,2,2,1,7,1,0,9,1,28.66,6.23,1113.38,0.06,38,0.16,61.85,178.62,0.5,1,2,7,0.1,17,21,15,11,20,18.18,11,0
1,9,0,0,0,16,5,0.31,8,2,1,0.2,19,1,0,16,1,25.24,14.54,5332.64,0.12,79,0.07,296.26,366.86,0.2,4,8,16,0.28,37,42,14,11,18,0,16,0
21,25,14,3,23,46,13,0.13,22,2.09,9,0.69,71,4,0.25,95,2,107.69,33.74,122594.69,1.21,515,0.03,6810.82,3633.47,0.31,12,23,60,0.09,242,273,104,29,143,21.49,98,0
4,13,3,1,3,6,9,0.3,2,3,4,0.44,22,3,0.25,29,3,30.24,13.18,5250.92,0.13,79,0.08,291.72,398.51,0.33,2,3,15,0.14,28,51,17,16,64,12.12,30,0
