$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
2,17,0,0,0,30,9,0.56,14,2.14,1,0.11,31,9,1,16,2,9.47,31.5,9393.71,0.1,69,0.03,521.87,298.21,1,8,15,24,0.47,21,48,5,15,19,0,16,0
11,5,6,0,27,8,3,0.1,4,2,1,0.33,22,1,0,31,2,87.22,17.4,26406.88,0.51,252,0.06,1467.05,1517.64,0.33,2,4,21,0.04,116,136,50,15,70,46.55,31,0
5,13,4,3,5,24,7,0.29,12,2,6,0.86,32,6,0.83,21,2,29.99,22.05,14580.32,0.22,126,0.05,810.02,661.24,0.86,6,12,27,0.2,49,77,20,18,35,27.59,24,0
5,3,2,0,0,4,2,0.14,2,2,2,1,9,1,0,14,2,25.22,9.21,2138.11,0.08,50,0.11,118.78,232.19,0.5,1,2,9,0.1,17,33,12,13,20,0,14,0
2,7,2,0,0,10,4,0.4,4,2.5,2,0.5,13,1,0,10,1,16.12,14.3,3299.03,0.08,51,0.07,183.28,230.7,0.25,3,5,11,0.31,22,29,10,13,13,0,10,0
26,13,7,5,26,24,7,0.18,10,2.4,7,1,33,1,0,33,1,60.18,27.5,45509.93,0.55,270,0.04,2528.33,1654.91,0.14,7,12,28,0.08,120,150,48,22,91,48.44,38,1
11,7,2,0,7,12,4,0.15,6,2,2,0.5,15,1,0,27,1,55.45,9.21,4707.63,0.17,96,0.11,261.52,510.91,0.25,3,6,13,0.09,43,53,28,12,46,20.59,27,0
2,15,0,0,0,24,8,0.73,10,2.4,1,0.13,25,7,0.86,11,3,11.15,24,6421.58,0.09,60,0.04,356.75,267.57,0.88,7,12,19,0.57,18,42,6,16,14,0,11,0
0,7,2,0,0,12,4,0.33,6,2,2,0.5,15,1,0,12,0,15.35,20.67,6557.23,0.11,66,0.05,364.29,317.29,0.25,3,6,13,0.31,31,35,12,16,13,0,12,0
1,15,3,0,0,28,8,0.28,14,2,6,0.75,32,6,0.71,29,2,25.81,30.07,23331.58,0.26,143,0.03,1296.2,775.96,0.75,7,14,26,0.26,63,80,22,21,31,0,29,0
0,11,1,0,0,8,8,0.47,4,2,1,0.13,22,1,0,17,2,16.16,19.2,5956.4,0.1,66,0.05,330.91,310.23,0.13,2,4,16,0.44,24,42,10,16,18,0,17,0
3,5,0,0,0,8,3,0.3,4,2,1,0.33,10,1,0,10,3,9.15,16.25,2416.01,0.05,35,0.06,134.22,148.68,0.33,2,4,9,0.21,15,20,6,13,14,0,10,0
1,3,0,0,0,4,2,0.33,2,2,1,0.5,5,1,0,6,1,10.58,7.2,548.26,0.03,20,0.14,30.46,76.15,0.5,1,2,5,0.25,8,12,5,9,8,0,6,0
13,5,3,1,11,8,3,0.11,4,2,2,0.67,14,1,0,27,1,43.37,15.45,10350.44,0.22,122,0.06,575.02,670.01,0.33,2,4,13,0.06,56,66,29,16,53,30.77,28,0
5,5,3,1,0,8,3,0.16,4,2,3,1,12,1,0,18,1,40.59,14.06,8027.2,0.19,108,0.07,445.96,570.82,0.33,2,4,11,0.12,45,63,24,15,25,5.26,19,0
0,5,2,0,0,8,3,0.17,4,2,3,1,11,1,0,18,2,35.13,12.41,5410.23,0.15,85,0.08,300.57,435.99,0.33,2,4,10,0.16,42,43,22,13,19,0,18,0
2,11,0,1,1,18,6,0.46,8,2.25,1,0.17,19,5,0.8,12,3,8.39,32.79,9019.28,0.09,60,0.03,501.07,275.1,0.83,5,9,15,0.35,27,33,7,17,17,14.29,13,0
0,3,0,0,0,4,2,0.25,2,2,1,0.5,7,1,0,8,3,16.35,11.5,2162,0.06,47,0.09,120.11,188,0.5,1,2,7,0.22,23,24,8,8,9,0,8,0
9,13,3,3,1,24,7,0.23,12,2,4,0.57,30,4,0.5,28,3,51.63,11.64,6990.82,0.2,107,0.09,388.38,600.77,0.57,6,12,25,0.17,48,59,33,16,42,12.5,31,0
23,13,7,2,25,22,7,0.2,10,2.2,6,0.86,31,3,0.33,33,1,42.89,21.47,19769.73,0.31,160,0.05,1098.32,920.78,0.43,6,11,26,0.08,73,87,34,20,84,45,35,0
3,3,2,0,0,4,2,0.08,2,2,2,1,13,1,0,24,3,30.78,18,9971.33,0.18,108,0.06,553.96,553.96,0.5,1,2,13,0.07,48,60,20,15,28,0,24,0
2,11,1,0,0,18,6,0.67,8,2.25,3,0.5,23,3,0.4,9,2,10.61,23.21,5718.84,0.08,57,0.04,317.71,246.35,0.5,5,9,19,0.5,25,32,7,13,12,0,9,0
14,29,8,5,14,40,15,0.23,14,2.86,6,0.4,58,10,0.64,59,0,46.09,53.79,133379.57,0.83,390,0.02,7409.98,2479.45,0.67,13,22,45,0.15,177,213,51,31,102,24.36,64,1
14,19,6,5,12,24,11,0.28,10,2.4,9,0.82,37,3,0.2,34,2,37.31,23.86,21248.49,0.3,152,0.04,1180.47,890.41,0.27,7,12,28,0.17,63,89,33,25,66,33.33,39,0
1,9,1,0,0,16,5,0.28,8,2,1,0.2,22,1,0,18,1,11.47,28,8990.21,0.11,72,0.04,499.46,321.08,0.2,4,8,19,0.25,32,40,8,14,20,0,18,0
14,9,2,2,11,16,5,0.19,8,2,2,0.4,18,1,0,24,2,36.88,24.87,22810.72,0.31,168,0.04,1267.26,917.18,0.2,4,8,15,0.1,79,89,27,17,52,35.14,26,0
3,31,6,0,0,56,16,0.39,26,2.15,12,0.75,63,12,0.73,41,2,42.81,30.67,40261.54,0.44,218,0.03,2236.75,1312.88,0.75,15,28,49,0.36,92,126,39,26,45,0,41,0
15,8,13,0,0,8,5,0.1,4,2,5,1,26,1,0,51,0,56.46,14.34,11613.3,0.27,136,0.07,645.18,809.77,0.2,2,4,23,0.07,56,80,41,21,67,0,51,1
6,3,2,1,1,4,2,0.13,2,2,2,1,10,1,0,14,0,23.73,21.92,11404.6,0.17,115,0.05,633.59,520.21,0.5,1,2,10,0.09,57,58,13,10,23,12.5,15,0
36,27,1,11,24,44,14,0.26,18,2.44,1,0.07,51,11,0.77,43,1,32.58,37.08,44807.95,0.4,209,0.03,2489.33,1208.3,0.79,13,22,39,0.12,89,120,30,25,115,44.87,54,0
1,1,0,0,4,4,1,0.13,2,2,1,1,1,1,0,8,0,13.96,6,502.57,0.03,22,0.17,27.92,83.76,1,1,2,2,0.07,9,13,6,8,14,33.33,8,0
1,3,2,0,0,4,2,0.33,2,2,2,1,6,1,0,6,0,19.76,10.5,2178.25,0.07,48,0.1,121.01,207.45,0.5,1,2,6,0.25,14,34,8,12,8,0,6,0
2,5,0,0,0,8,3,0.3,4,2,1,0.33,11,1,0,10,0,13.14,8.17,876.39,0.04,29,0.12,48.69,107.31,0.33,2,4,10,0.23,14,15,6,7,13,0,10,0
10,3,5,1,12,4,2,0.18,2,2,2,1,10,1,0,10,3,50.38,9.45,4498.98,0.16,98,0.11,249.94,476.08,0.5,1,2,10,0.06,42,56,20,9,34,56.52,11,0
5,3,2,0,0,4,2,0.2,2,2,2,1,6,1,0,10,1,16.18,6.43,668.57,0.03,26,0.16,37.14,104,0.5,1,2,6,0.13,10,16,7,9,16,0,10,0
11,5,1,2,8,10,3,0.25,4,2.5,2,0.67,10,1,0,10,1,18.53,11.67,2522.57,0.07,46,0.09,140.14,216.22,0.33,3,5,9,0.09,20,26,12,14,32,50,12,0
20,15,1,0,14,28,8,0.22,14,2,5,0.63,31,1,0,37,0,48.97,21.05,21705.36,0.34,176,0.05,1205.85,1031,0.13,7,14,25,0.11,80,96,38,20,72,27.45,37,1
11,9,3,4,16,16,5,0.2,8,2,2,0.4,20,3,0.5,21,1,29.73,12.89,4943.51,0.13,76,0.08,274.64,383.37,0.6,4,8,17,0.09,35,41,19,14,53,48.78,25,0
1,5,3,0,0,8,3,0.25,4,2,3,1,11,1,0,12,2,18.39,19.2,6779.67,0.12,70,0.05,376.65,353.11,0.33,2,4,10,0.21,32,38,15,18,14,0,12,0
3,5,3,0,0,8,3,0.16,4,2,3,1,13,1,0,19,2,55.57,7.2,2880.61,0.13,78,0.14,160.03,400.08,0.33,2,4,12,0.13,36,42,25,10,23,0,19,0
5,23,9,1,1,44,12,0.24,22,2,9,0.75,57,10,0.82,50,2,53.31,30.13,48410.46,0.54,263,0.03,2689.47,1606.54,0.83,11,22,47,0.21,113,150,45,24,58,3.85,51,0
7,3,5,1,8,4,2,0.17,2,2,2,1,9,1,0,11,1,41.64,7.11,2105.8,0.1,63,0.14,116.99,296.13,0.5,1,2,9,0.07,32,31,18,8,28,45,12,0
2,13,3,0,0,24,7,0.37,12,2,4,0.57,30,7,1,19,5,36.63,17.5,11218.74,0.21,124,0.06,623.26,641.07,1,6,12,25,0.32,55,69,22,14,22,0,19,0
10,3,2,1,1,4,2,0.11,2,2,1,0.5,7,1,0,17,0,58.95,6.3,2339.72,0.12,73,0.16,129.97,371.38,0.5,1,2,7,0.07,35,38,25,9,30,10.53,18,1
6,7,2,2,7,12,4,0.14,6,2,2,0.5,17,1,0,26,0,27.15,19.13,9929.59,0.17,108,0.05,551.64,519.19,0.25,3,6,15,0.1,51,57,16,12,42,25.71,28,0
6,3,1,1,16,4,2,0.29,2,2,2,1,6,1,0,6,1,18.2,6.87,860.05,0.04,30,0.15,47.78,125.1,0.5,1,2,6,0.07,11,19,8,10,30,73.91,7,0
1,7,0,0,0,12,4,0.22,6,2,1,0.25,14,1,0,18,1,40.01,5.5,1210.43,0.07,48,0.18,67.25,220.08,0.25,3,6,12,0.2,22,26,16,8,20,0,18,0
1,3,3,0,0,4,2,0.33,2,2,2,1,8,1,0,6,0,21.31,4.5,431.59,0.03,23,0.22,23.98,95.91,0.5,1,2,8,0.25,9,14,9,9,8,0,6,0
6,3,0,0,28,4,2,0.17,2,2,1,0.5,5,1,0,12,1,18.46,16.91,5277.76,0.1,69,0.06,293.21,312.13,0.5,1,2,5,0.04,31,38,11,12,47,70,12,0
0,5,2,0,0,8,3,0.3,4,2,3,1,11,1,0,10,0,25.87,9,2095.13,0.08,53,0.11,116.4,232.79,0.33,2,4,10,0.27,24,29,12,9,11,0,10,0
0,3,0,0,0,4,2,0.33,2,2,1,0.5,6,1,0,6,0,7.57,9,613.03,0.02,19,0.11,34.06,68.11,0.5,1,2,6,0.29,9,10,4,8,7,0,6,0
3,11,3,0,0,12,7,0.3,6,2,4,0.57,25,4,0.5,23,2,29.43,18.57,10146.96,0.18,102,0.05,563.72,546.47,0.57,3,6,20,0.26,43,59,22,19,27,0,23,0
0,5,0,0,0,6,3,0.6,2,3,1,0.33,7,3,1,5,1,13.11,4.8,301.96,0.02,17,0.21,16.78,62.91,1,2,3,6,0.5,6,11,5,8,6,0,5,0
1,9,0,0,0,16,5,0.45,8,2,1,0.2,18,5,1,11,2,8.77,18.7,3066.8,0.05,41,0.05,170.38,164,1,4,8,15,0.38,17,24,5,11,13,0,11,0
15,3,4,1,2,4,2,0.2,2,2,2,1,8,1,0,9,0,21.15,4.5,428.33,0.03,25,0.22,23.8,95.18,0.5,1,2,8,0.07,9,16,7,7,28,25,10,0
3,5,3,0,8,8,3,0.14,4,2,1,0.33,13,1,0,21,0,42.17,14.7,9112.98,0.21,111,0.07,506.28,619.93,0.33,2,4,12,0.09,49,62,30,18,33,27.59,21,0
0,3,1,0,0,4,2,0.18,2,2,2,1,6,1,0,11,1,21.78,5.85,745.51,0.04,30,0.17,41.42,127.44,0.5,1,2,6,0.17,13,17,10,9,12,0,11,0
1,3,0,0,0,4,2,0.1,2,2,1,0.5,7,1,0,20,3,54.2,22,26232.24,0.4,243,0.05,1457.35,1192.37,0.5,1,2,7,0.09,121,122,22,8,22,0,20,0
1,3,0,1,0,4,2,0.22,2,2,1,0.5,6,1,0,8,2,14.1,9.64,1311.43,0.05,34,0.1,72.86,136,0.5,1,2,6,0.18,15,19,7,9,11,11.11,9,0
6,5,2,0,11,8,3,0.06,4,2,1,0.33,14,1,0,49,3,47.82,55,144649.1,0.88,457,0.02,8036.06,2629.98,0.33,2,4,13,0.04,220,237,36,18,67,18.33,49,0
0,5,0,0,0,6,3,0.27,2,3,1,0.33,8,3,1,11,2,16.4,9.1,1358.43,0.05,33,0.11,75.47,149.28,1,2,3,7,0.25,14,19,10,13,12,0,11,0
14,35,3,0,0,68,18,0.46,34,2,1,0.06,103,1,0,39,1,162.87,24.2,95404.28,1.31,600,0.04,5300.24,3941.91,0.06,17,34,87,0.33,239,361,79,16,54,0,39,1
5,15,5,0,3,28,8,0.21,14,2,8,1,42,1,0,39,3,39.25,24.9,24336.47,0.33,175,0.04,1352.03,977.37,0.13,7,14,36,0.17,83,92,30,18,48,7.14,39,0
1,7,1,0,0,12,4,0.67,6,2,2,0.5,14,4,1,6,1,10.28,10,1027.99,0.03,27,0.1,57.11,102.8,1,3,6,12,0.5,8,19,4,10,8,0,6,0
11,9,12,0,4,20,5,0.1,10,2,5,1,32,1,0,48,0,59.96,20.2,24477.25,0.4,197,0.05,1359.85,1211.5,0.2,5,10,29,0.08,90,107,49,22,64,7.69,48,0
24,13,2,6,7,22,7,0.23,10,2.2,3,0.43,29,3,0.33,24,1,46.55,19.92,18476.3,0.31,157,0.05,1026.46,927.38,0.43,6,11,24,0.11,74,83,39,21,62,35.14,30,0
1,3,1,1,0,4,2,0.29,2,2,2,1,6,1,0,6,0,27.19,11.08,3336.31,0.1,62,0.09,185.35,301.19,0.5,1,2,6,0.22,18,44,13,16,9,14.29,7,0
8,7,2,1,4,12,4,0.12,6,2,3,0.75,29,1,0,33,1,85.6,21.6,39935.53,0.62,307,0.05,2218.64,1848.87,0.25,3,6,27,0.09,144,163,50,15,47,13.16,34,1
24,9,4,7,25,16,5,0.16,8,2,3,0.6,24,1,0,24,0,68.9,9.76,6567.21,0.22,118,0.1,364.84,672.65,0.2,4,8,21,0.06,53,65,38,14,81,57.14,31,0
7,7,4,0,3,4,5,0.14,2,2,5,1,14,1,0,35,1,46.83,12.27,7046.59,0.19,104,0.08,391.48,574.45,0.2,1,2,11,0.11,46,58,30,16,46,7.89,35,0
7,11,0,1,0,20,6,0.17,10,2,1,0.17,23,1,0,34,5,32.18,45,65170.26,0.48,278,0.02,3620.57,1448.23,0.17,5,10,19,0.14,132,146,22,15,43,2.86,35,0
4,5,4,0,0,6,3,0.25,2,3,2,0.67,11,3,1,12,3,27.43,7.86,1693.16,0.07,47,0.13,94.06,215.49,1,2,3,10,0.18,22,25,14,10,17,0,12,0
9,3,3,0,3,4,2,0.1,2,2,2,1,12,1,0,20,1,52.01,14.66,11171.75,0.25,138,0.07,620.65,762.25,0.5,1,2,12,0.06,67,71,32,14,33,13.04,20,1
3,9,0,1,9,14,5,0.26,6,2.33,1,0.2,16,4,0.75,18,4,30.88,8.25,2102.02,0.08,53,0.12,116.78,254.79,0.8,4,7,13,0.16,22,31,16,12,32,35.71,19,0
4,3,0,0,0,4,2,0.29,2,2,1,0.5,7,1,0,7,0,13.74,10.63,1550.69,0.05,35,0.09,86.15,145.95,0.5,1,2,7,0.17,17,18,8,10,12,0,7,0
2,19,3,0,0,36,10,0.42,18,2,4,0.4,40,4,0.33,24,4,43.97,13.19,7652.73,0.19,109,0.08,425.15,580.09,0.4,9,18,32,0.37,49,60,26,14,27,0,24,0
12,74,10,0,0,72,55,0.36,36,2,45,0.82,257,1,0,154,3,59.49,281.13,4701624.47,5.57,2242,0,261201.38,16724.05,0.02,18,36,204,0.32,893,1349,108,68,174,0,154,0
9,11,9,0,5,18,6,0.19,8,2.25,6,1,27,3,0.4,32,0,44,22.29,21860.16,0.33,160,0.04,1214.45,980.69,0.5,5,9,23,0.13,71,89,43,27,47,13.51,32,0
6,3,1,1,0,4,2,0.2,2,2,2,1,7,1,0,9,4,16.01,13,2705.09,0.07,46,0.08,150.28,208.08,0.5,1,2,7,0.12,20,26,10,13,17,10,10,0
2,11,3,1,0,16,6,0.25,6,2.67,4,0.67,19,6,1,23,2,31.58,13.18,5483.42,0.14,84,0.08,304.63,416.15,1,5,8,15,0.22,32,52,17,14,27,4.17,24,0
3,15,4,0,0,26,8,0.44,12,2.17,5,0.63,31,3,0.29,18,2,25.26,27.6,19238.64,0.23,131,0.04,1068.81,697.17,0.38,7,13,25,0.36,61,70,21,19,22,0,18,0
3,3,1,0,0,4,2,0.5,2,2,2,1,7,1,0,4,1,10.13,7.5,570,0.03,19,0.13,31.67,76,0.5,1,2,7,0.25,9,10,6,10,8,0,4,0
0,13,0,1,2,24,7,0.64,12,2,1,0.14,31,1,0,10,0,13.06,19.83,5137.44,0.09,70,0.05,285.41,259.02,0.14,6,12,26,0.5,34,36,6,7,14,23.08,11,0
13,65,3,0,1,128,33,0.59,64,2,4,0.12,189,1,0,56,1,212.2,33.39,236652.5,2.36,1045,0.03,13147.36,7086.52,0.03,32,64,158,0.46,423,622,95,15,71,1.75,56,1
8,5,5,0,19,6,3,0.2,2,3,1,0.33,13,1,0,15,1,28.04,10.32,2988.73,0.1,59,0.1,166.04,289.51,0.33,2,3,12,0.07,27,32,17,13,43,55.88,15,0
1,15,2,0,0,24,8,0.44,10,2.4,5,0.63,29,5,0.57,18,3,26.46,21.46,12182.6,0.19,104,0.05,676.81,567.78,0.63,7,12,23,0.4,47,57,23,21,20,0,18,0
0,3,0,0,1,4,2,0.29,2,2,1,0.5,6,1,0,7,5,16.82,8.33,1168.18,0.05,33,0.12,64.9,140.18,0.5,1,2,6,0.22,15,18,9,10,9,12.5,7,0
2,11,4,1,0,20,6,0.33,10,2,5,0.83,26,3,0.4,17,2,36.89,9.89,3605.18,0.12,70,0.1,200.29,364.66,0.5,5,10,22,0.29,29,41,22,15,21,5.56,18,0
48,5,8,2,26,6,3,0.06,2,3,2,0.67,16,3,1,51,0,173.7,9.4,15334.09,0.54,256,0.11,851.89,1632.01,1,2,3,15,0.02,123,133,72,11,128,35.44,53,1
0,3,1,0,2,4,2,0.25,2,2,2,1,5,1,0,8,1,13.45,3.6,174.36,0.02,14,0.28,9.69,48.43,0.5,1,2,5,0.18,6,8,5,6,11,20,8,0
1,9,0,0,0,12,5,0.5,4,3,1,0.2,14,5,1,10,3,8.7,21,3835.88,0.06,43,0.05,213.1,182.66,1,4,6,11,0.42,15,28,5,14,12,0,10,0
6,3,7,2,5,4,2,0.09,2,2,2,1,13,1,0,21,4,55.64,8.27,3804.87,0.15,89,0.12,211.38,460.12,0.5,1,2,13,0.06,43,46,26,10,35,25,23,0
0,11,4,0,0,18,6,0.43,8,2.25,4,0.67,20,6,1,14,1,16.89,18.31,5659.53,0.1,63,0.05,314.42,309.13,1,5,9,16,0.4,28,35,13,17,15,0,14,0
6,13,4,3,0,24,7,0.21,12,2,4,0.57,31,1,0,30,3,34.65,30.14,31475.69,0.35,187,0.03,1748.65,1044.39,0.14,6,12,26,0.18,92,95,29,19,40,9.09,33,0
11,3,2,2,0,4,2,0.06,2,2,1,0.5,8,1,0,30,7,86.17,6.67,3829.67,0.19,104,0.15,212.76,574.45,0.5,1,2,8,0.05,48,56,36,10,43,6.25,32,0
1,5,1,0,0,8,3,0.43,4,2,2,0.67,10,3,1,7,2,9.57,8.75,732.92,0.03,22,0.11,40.72,83.76,1,2,4,9,0.33,7,15,4,10,9,0,7,0
1,11,4,1,0,18,6,0.32,8,2.25,4,0.67,20,6,1,18,1,21.36,16,5469.43,0.11,69,0.06,303.86,341.84,1,5,9,16,0.29,30,39,15,16,21,5.26,19,0
8,5,0,1,0,6,3,0.25,2,3,1,0.33,7,1,0,11,3,17.39,26.25,11982.32,0.15,96,0.04,665.68,456.47,0.33,2,3,6,0.14,42,54,12,15,21,8.33,12,1
4,5,3,0,0,8,3,0.3,4,2,3,1,11,1,0,10,0,23.58,8.57,1732.45,0.07,43,0.12,96.25,202.12,0.33,2,4,10,0.2,20,23,14,12,15,0,10,0
1,107,7,0,0,198,54,0.72,92,2.15,24,0.44,219,25,0.45,75,3,62.26,74.54,345890.61,1.55,694,0.01,19216.15,4640.43,0.46,53,99,167,0.7,255,439,65,38,77,0,75,0
11,5,4,6,16,8,3,0.09,4,2,2,0.67,20,1,0,26,0,31.15,17.15,9161.25,0.18,105,0.06,508.96,534.18,0.33,2,4,19,0.05,49,56,20,14,60,45.83,32,0
4,5,1,0,0,8,3,0.43,4,2,1,0.33,12,1,0,7,3,13.09,18.45,4456.41,0.08,52,0.05,247.58,241.48,0.33,2,4,11,0.25,29,23,11,14,12,0,7,0
1,3,1,0,0,4,2,0.25,2,2,2,1,7,1,0,8,2,14.6,11.59,1961.37,0.06,36,0.09,108.96,169.22,0.5,1,2,7,0.2,17,19,11,15,10,0,8,0
14,11,4,3,0,20,6,0.23,10,2,3,0.5,26,1,0,23,1,41.87,14.17,8403.03,0.2,110,0.07,466.83,593.15,0.17,5,10,22,0.15,51,59,27,15,41,11.54,26,0
1,5,1,0,0,8,3,0.3,4,2,2,0.67,11,3,1,10,0,14.33,13.6,2651.33,0.06,41,0.07,147.3,194.95,1,2,4,10,0.25,16,25,10,17,12,0,10,0
16,15,3,2,36,28,8,0.12,14,2,2,0.25,36,4,0.43,64,1,45.22,37.82,64671.74,0.57,279,0.03,3592.87,1710.07,0.5,7,14,30,0.07,128,151,44,26,119,37.25,66,0
3,37,3,0,0,56,19,0.7,20,2.8,3,0.16,62,17,0.89,27,2,28.02,46.1,59529.74,0.43,238,0.02,3307.21,1291.45,0.89,18,28,45,0.61,88,150,21,22,31,0,27,0
4,3,1,1,9,4,2,0.29,2,2,2,1,5,1,0,6,1,15.02,5.71,490.5,0.03,21,0.18,27.25,85.84,0.5,1,2,5,0.1,8,13,7,10,21,62.5,7,0
0,3,1,0,0,4,2,0.33,2,2,2,1,6,1,0,6,1,11.86,8.67,890.92,0.03,27,0.12,49.5,102.8,0.5,1,2,6,0.29,13,14,6,8,7,0,6,0
2,7,1,0,0,12,4,0.33,6,2,2,0.5,13,1,0,12,1,27.54,9.9,2698.99,0.09,58,0.1,149.94,272.63,0.25,3,6,11,0.27,27,31,15,11,15,0,12,0
3,5,1,1,3,8,3,0.27,4,2,1,0.33,11,1,0,10,1,12.86,14.78,2807.62,0.06,42,0.07,155.98,189.99,0.33,2,4,10,0.17,19,23,9,14,18,28.57,11,0
5,7,0,0,0,10,4,0.31,4,2.5,1,0.25,12,4,1,13,2,17.83,10.4,1928.85,0.06,41,0.1,107.16,185.47,1,3,5,10,0.21,16,25,10,13,19,0,13,0
0,5,0,0,0,8,3,0.5,4,2,1,0.33,9,1,0,6,1,15.36,4.9,368.89,0.03,21,0.2,20.49,75.28,0.33,2,4,8,0.43,7,14,5,7,7,0,6,0
8,5,2,1,9,8,3,0.21,4,2,2,0.67,12,1,0,13,2,30.78,10.5,3393.02,0.11,63,0.1,188.5,323.14,0.33,2,4,11,0.09,28,35,20,15,32,43.48,14,0
8,3,1,2,0,4,2,0.17,2,2,2,1,6,1,0,10,1,21.48,7.79,1304.11,0.06,37,0.13,72.45,167.37,0.5,1,2,6,0.1,17,20,12,11,21,16.67,12,0
1,3,0,1,0,4,2,0.17,2,2,1,0.5,6,1,0,11,1,19.12,6,688.28,0.04,31,0.17,38.24,114.71,0.5,1,2,6,0.14,14,17,7,6,14,8.33,12,0
12,3,5,1,14,4,2,0.2,2,2,2,1,10,1,0,9,1,33.92,9.38,2981.4,0.11,62,0.11,165.63,318.02,0.5,1,2,10,0.05,25,37,20,15,37,62.5,10,0
6,7,3,3,5,12,4,0.5,6,2,4,1,13,1,0,5,0,23.69,4.5,479.73,0.04,28,0.22,26.65,106.61,0.25,3,6,11,0.2,12,16,8,6,20,61.54,8,0
2,3,0,0,0,4,2,0.13,2,2,1,0.5,5,1,0,16,2,25.68,12.5,4011.84,0.11,70,0.08,222.88,320.95,0.5,1,2,5,0.11,25,45,12,12,19,0,16,0
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,2,14.73,8.94,1176.94,0.04,31,0.11,65.39,131.69,0.33,2,4,9,0.33,13,18,8,11,9,0,7,0
9,5,2,2,6,8,3,0.2,4,2,2,0.67,10,3,1,13,1,27.86,14.03,5479.69,0.13,75,0.07,304.43,390.71,1,2,4,9,0.1,33,42,20,17,31,38.1,15,1
0,15,1,0,0,22,8,0.33,8,2.75,2,0.25,24,3,0.29,24,6,15.29,43.21,28547.12,0.22,136,0.02,1585.95,660.69,0.38,7,11,18,0.32,61,75,12,17,25,0,24,0
4,3,1,0,0,4,2,0.29,2,2,2,1,7,1,0,7,4,15.32,11,1854.11,0.06,39,0.09,103.01,168.56,0.5,1,2,7,0.17,18,21,9,11,12,0,7,0
11,7,6,1,11,4,5,0.16,2,2,5,1,19,1,0,30,0,47.28,11.03,5756.98,0.17,95,0.09,319.83,521.73,0.2,1,2,16,0.09,40,55,29,16,54,28.57,31,1
2,3,1,0,0,4,2,0.33,2,2,2,1,5,1,0,6,0,9.88,5.25,272.43,0.02,15,0.19,15.14,51.89,0.5,1,2,5,0.22,6,9,4,7,9,0,6,0
4,24,3,10,1,28,16,0.22,14,2,5,0.31,49,1,0,64,1,36.82,82.8,252471.13,1.02,488,0.01,14026.17,3048.99,0.06,7,14,35,0.2,194,294,41,35,80,14.67,74,0
11,3,0,4,9,4,2,0.04,2,2,1,0.5,6,1,0,41,1,135.48,9.97,13474.88,0.45,249,0.1,748.6,1351.14,0.5,1,2,6,0.03,123,126,37,6,66,24.07,45,0
7,9,1,2,0,14,5,0.56,6,2.33,2,0.4,14,4,0.75,7,0,13.09,18.67,4559.75,0.08,54,0.05,253.32,244.27,0.8,4,7,11,0.29,24,30,9,14,17,22.22,9,0
1,5,4,0,0,8,3,0.17,4,2,3,1,12,1,0,18,1,26.88,11.27,3412.26,0.1,63,0.09,189.57,302.86,0.33,2,4,11,0.15,26,37,15,13,20,0,18,0
1,13,0,0,0,20,7,0.54,8,2.5,1,0.14,21,7,1,13,1,10.33,21.25,4666.84,0.07,50,0.05,259.26,219.62,1,6,10,16,0.47,17,33,6,15,15,0,13,0
1,5,0,0,0,8,3,0.43,4,2,1,0.33,10,1,0,7,1,6.38,13.33,1134.8,0.03,23,0.08,63.04,85.11,0.33,2,4,9,0.33,8,15,3,10,9,0,7,0
12,7,0,0,19,10,4,0.07,4,2.5,1,0.25,11,1,0,59,4,98.29,21.87,47030.93,0.72,357,0.05,2612.83,2149.99,0.25,3,5,9,0.04,175,182,52,13,91,24.36,59,0
29,21,6,11,5,36,11,0.22,16,2.25,9,0.82,42,7,0.6,38,1,76.18,14.65,16348.21,0.37,186,0.07,908.23,1116,0.64,10,18,33,0.13,81,105,47,17,84,29.63,49,1
18,13,1,4,11,20,7,0.39,8,2.5,2,0.29,23,4,0.5,14,2,33.36,14.26,6783.7,0.16,90,0.07,376.87,475.69,0.57,6,10,18,0.15,41,49,23,16,48,51.72,18,1
