$loc,$v,$ev,$iv,$n,$v,$l,$d,$i,$e,$b,$t,$LOcode,$LOComment,$LOBlank,$locCodeAndComment,$uniq_Op,$uniq_Opnd,$total_Op,$total_Opnd,$branchCount,$<defects
55,7,1,5,114,575.06,0.05,18.75,30.67,10782.39,0.19,599.02,41,9,3,0,15,18,69,45,13,0
47,8,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
101,12,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
69,16,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
67,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
55,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
11,1,1,1,24,79.73,0.15,6.75,11.81,538.15,0.03,29.9,6,0,2,0,6,4,15,9,1,0
29,5,5,1,68,311.78,0.07,14.77,21.1,4605.8,0.1,255.88,19,4,3,0,13,11,43,25,9,0
21,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
21,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
91,21,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
15,2,1,2,34,149.34,0.18,5.45,27.38,814.58,0.05,45.25,12,0,1,0,10,11,22,12,3,0
53,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
87,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
32,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
24,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
24,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
26,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
99,13,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
26,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
26,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
99,14,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
44,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
48,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
244,46,1,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0
28,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
111,22,1,18,229,1426.4,0.04,23.61,60.41,33680.49,0.48,1871.14,88,15,6,0,26,49,140,89,35,0
18,2,1,1,46,210.91,0.1,10,21.09,2109.08,0.07,117.17,15,0,3,0,12,12,26,20,3,0
28,6,3,5,55,264.4,0.19,5.21,50.74,1377.69,0.09,76.54,23,0,3,0,9,19,33,22,11,0
22,4,1,4,46,205.13,0.23,4.43,46.27,909.43,0.07,50.52,19,0,1,0,7,15,27,19,7,0
5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,3,1,3,70,343.48,0.1,9.67,35.53,3320.33,0.11,184.46,20,6,4,1,12,18,41,29,5,0
6,2,1,2,12,43.02,0.25,4,10.75,172.08,0.01,9.56,3,0,0,0,8,4,8,4,3,0
8,1,1,1,33,144.95,0.19,5.25,27.61,760.97,0.05,42.28,4,0,1,0,9,12,19,14,1,0
8,1,1,1,19,65.73,0.27,3.75,17.53,246.48,0.02,13.69,4,0,1,0,5,6,10,9,1,0
45,3,1,3,122,551.87,0.04,26.18,21.08,14449.08,0.18,802.73,31,4,3,0,12,11,74,48,5,0
42,3,1,3,104,463.78,0.04,25.2,18.4,11687.28,0.15,649.29,27,4,4,0,12,10,62,42,5,0
173,45,39,5,679,4118.87,0.01,73.51,56.03,302786.31,1.37,16821.46,137,15,17,0,25,42,432,247,89,0
31,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
30,3,1,2,114,633.22,0.06,16.45,38.5,10415.43,0.21,578.63,26,0,4,0,18,29,61,53,5,0
27,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
27,3,1,2,98,535.02,0.06,15.58,34.35,8334.03,0.18,463,24,0,3,0,18,26,53,45,5,0
7,17,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
8,17,13,1,630,3375.26,0.03,35.04,96.32,118274.66,1.13,6570.81,8,0,0,0,29,12,601,29,33,0
9,17,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
8,9,7,3,365,1825,0.02,55,33.18,100375,0.61,5576.39,3,0,0,0,20,12,299,66,17,0
45,6,1,1,84,420,0.06,15.88,26.44,6670.59,0.14,370.59,30,6,7,0,15,17,48,36,11,0
39,5,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
51,10,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
28,6,1,6,95,487.28,0.07,14.63,33.32,7126.5,0.16,395.92,28,0,0,0,15,20,56,39,7,0
47,6,4,4,189,1072.09,0.05,21.5,49.86,23049.9,0.36,1280.55,42,2,3,0,17,34,103,86,11,0
39,5,5,4,211,1219.87,0.05,18.38,66.39,22415.05,0.41,1245.28,29,1,9,0,15,40,113,98,9,0
65,14,1,6,154,715.15,0.03,31.96,22.38,22855.13,0.24,1269.73,40,15,8,0,13,12,95,59,27,0
27,3,3,3,84,403.82,0.05,19,21.25,7672.54,0.13,426.25,19,3,2,0,14,14,46,38,5,0
19,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
7,1,1,1,3,4.75,0,0,0,0,0,0,2,1,0,0,3,0,3,0,1,0
13,1,1,1,29,103.96,0.29,3.5,29.7,363.87,0.03,20.22,7,0,0,0,4,8,15,14,1,0
30,8,8,1,115,520.21,0.02,45.71,11.38,23781.01,0.17,1321.17,22,1,4,0,16,7,75,40,15,0
5,1,1,1,7,18.09,0.5,2,9.05,36.19,0.01,2,2,0,0,0,4,2,5,2,1,0
26,3,1,2,44,193.26,0.12,8.18,23.62,1581.23,0.06,87.85,17,2,4,0,10,11,26,18,5,0
30,5,1,1,84,343.35,0.03,38.4,8.94,13184.52,0.11,732.47,22,1,4,0,12,5,52,32,9,0
38,5,1,1,86,365.32,0.05,19.94,18.32,7283.6,0.12,404.64,26,3,4,0,11,8,57,29,9,0
89,5,1,1,183,897.96,0.04,27.53,32.61,24720.34,0.3,1373.35,41,27,13,4,13,17,111,72,9,0
51,9,8,3,176,949.05,0.03,30.5,31.12,28945.96,0.32,1608.11,42,3,3,0,20,21,99,57,17,0
15,2,1,2,37,140.87,0.12,8.67,16.25,1220.89,0.05,67.83,10,1,1,0,8,6,24,13,3,0
36,7,1,4,105,546.99,0.06,17,32.18,9298.87,0.18,516.6,23,7,3,0,17,20,70,40,13,0
9,1,1,1,15,49.83,0.21,4.67,10.68,232.53,0.02,12.92,5,0,0,0,7,3,11,4,1,0
29,4,4,2,74,355.74,0.05,18.67,19.06,6640.56,0.12,368.92,23,0,2,0,16,12,46,28,7,0
19,2,1,2,50,216.1,0.13,7.67,28.19,1656.74,0.07,92.04,13,0,0,0,8,12,27,23,3,0
44,5,1,1,115,534.04,0.04,26.73,19.98,14273.53,0.18,792.97,27,5,6,0,14,11,73,42,9,0
51,3,1,1,174,827.35,0.04,24.06,34.38,19908.12,0.28,1106.01,33,6,6,0,11,16,104,70,5,0
76,6,1,3,245,1345.5,0.03,34,39.57,45747.14,0.45,2541.51,54,8,8,0,18,27,143,102,11,0
51,9,1,6,106,552.2,0.04,22.94,24.07,12668.16,0.18,703.79,33,9,7,0,20,17,67,39,17,0
20,6,1,3,67,298.78,0.05,19.5,15.32,5826.25,0.1,323.68,15,1,1,0,13,9,40,27,11,0
14,2,1,2,29,123.19,0.17,5.85,21.06,720.66,0.04,40.04,12,0,2,0,9,10,16,13,3,0
42,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9,1,1,1,13,41.21,0.42,2.4,17.17,98.9,0.01,5.49,5,4,0,0,4,5,7,6,1,0
35,1,1,1,172,933.32,0.12,8.26,112.94,7712.83,0.31,428.49,26,1,8,0,7,36,87,85,1,0
93,34,32,7,568,3740.26,0.02,41.2,90.79,154088.12,1.25,8560.45,67,10,16,0,25,71,334,234,67,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
14,4,4,1,33,140.18,0.07,14.08,9.95,1974.22,0.05,109.68,10,0,2,0,13,6,20,13,7,0
9,1,1,1,16,55.35,0.4,2.5,22.14,138.38,0.02,7.69,5,1,1,0,5,6,10,6,1,0
6,1,1,1,10,30,0.3,3.33,9,100,0.01,5.56,3,0,1,0,5,3,6,4,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
5,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,1,0,4,3,4,3,1,0
81,12,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
6,1,1,1,20,69.19,0.27,3.75,18.45,259.45,0.02,14.41,3,0,1,0,5,6,11,9,1,0
8,2,1,2,18,66.61,0.33,3,22.2,199.82,0.02,11.1,6,0,0,0,6,7,11,7,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
62,10,1,5,128,666.81,0.07,15.17,43.97,10113.29,0.22,561.85,50,1,9,0,13,24,72,56,19,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
18,2,1,2,53,212,0.11,9.33,22.71,1978.67,0.07,109.93,12,3,1,0,7,9,29,24,3,0
4,1,1,1,9,27,0.5,2,13.5,54,0.01,3,2,0,0,0,4,4,5,4,1,0
29,3,3,2,59,270.51,0.08,11.82,22.89,3196.97,0.09,177.61,15,5,7,0,13,11,39,20,5,0
4,1,1,1,7,19.65,0.5,2,9.83,39.3,0.01,2.18,2,0,0,0,4,3,4,3,1,0
51,9,4,6,142,760.77,0.02,42.17,18.04,32079.24,0.25,1782.18,33,6,10,0,23,18,76,66,17,0
88,14,1,13,235,1312.47,0.02,40.83,32.14,53592.37,0.44,2977.35,75,0,11,0,21,27,130,105,25,0
76,14,1,8,213,1202.14,0.02,42.79,28.09,51441.63,0.4,2857.87,58,0,16,0,26,24,134,79,23,0
14,2,1,2,23,94.01,0.25,4,23.5,376.05,0.03,20.89,10,1,1,0,8,9,14,9,3,0
99,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
28,2,1,2,49,224.66,0.13,7.62,29.5,1710.9,0.07,95.05,14,2,8,2,11,13,31,18,3,0
4,1,1,1,4,8,0.67,1.5,5.33,12,0,0.67,2,0,0,0,3,1,3,1,1,0
18,3,3,2,41,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,13,1,2,0,14,10,26,15,5,0
17,3,3,2,41,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,12,1,2,0,14,10,26,15,5,0
17,3,3,2,41,187.98,0.1,10.5,17.9,1973.83,0.06,109.66,12,1,2,0,14,10,26,15,5,0
7,1,1,1,12,39.86,0.33,3,13.29,119.59,0.01,6.64,3,0,2,0,6,4,8,4,1,0
41,4,3,2,92,468.05,0.06,15.79,29.64,7390.21,0.16,410.57,27,4,7,1,15,19,52,40,7,0
51,4,3,2,119,628.96,0.05,20.48,30.72,12879.44,0.21,715.52,26,10,9,2,17,22,66,53,7,0
9,1,1,1,13,43.19,0.33,3,14.4,129.56,0.01,7.2,4,0,2,1,6,4,9,4,1,0
18,3,1,3,46,208.08,0.11,8.73,23.84,1816,0.07,100.89,9,3,4,0,12,11,30,16,5,0
37,1,1,1,133,717.18,0.13,7.65,93.78,5484.3,0.24,304.68,31,2,2,0,8,34,68,65,1,0
7,1,1,1,17,51,0.2,5,10.2,255,0.02,14.17,4,1,0,0,5,3,11,6,1,0
30,4,1,3,128,676.53,0.05,21.91,30.87,14824.86,0.23,823.6,24,0,4,0,16,23,65,63,7,0
24,2,1,1,62,301.19,0.09,10.97,27.46,3303.73,0.1,183.54,13,1,8,0,13,16,35,27,3,0
11,2,1,2,36,155.59,0.15,6.72,23.15,1045.91,0.05,58.11,8,0,1,0,11,9,25,11,3,0
12,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,1,1,1,29,118.54,0.2,5.06,23.41,600.09,0.04,33.34,4,0,1,0,9,8,20,9,1,0
13,2,1,2,46,205.13,0.11,9,22.79,1846.2,0.07,102.57,11,0,2,0,11,11,28,18,3,0
13,2,1,2,46,205.13,0.14,7,29.3,1435.94,0.07,79.77,9,0,1,0,11,11,32,14,3,0
8,1,1,1,35,145.95,0.18,5.5,26.54,802.71,0.05,44.6,5,0,1,0,9,9,24,11,1,0
6,1,1,1,16,44.92,0.25,4,11.23,179.67,0.01,9.98,2,0,0,2,4,3,10,6,1,0
9,1,1,1,23,69,0.15,6.67,10.35,460,0.02,25.56,5,1,0,0,5,3,15,8,1,0
59,4,1,2,260,1565.82,0.04,26.86,58.29,42058.54,0.52,2336.59,48,0,8,0,22,43,155,105,7,0
32,4,1,1,50,222.97,0.06,16.63,13.41,3706.9,0.07,205.94,19,5,4,2,14,8,31,19,7,0
82,8,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
88,6,3,3,410,2641.61,0.03,32.7,80.78,86388.8,0.88,4799.38,66,6,16,0,23,64,228,182,11,0
56,8,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
33,1,1,1,115,589.87,0.09,11.74,50.25,6924.53,0.2,384.7,21,1,9,0,12,23,70,45,1,0
276,36,10,8,976,5982.18,0.01,115.82,51.65,692845.24,1.99,38491.4,198,38,36,0,26,44,584,392,71,0
187,23,6,6,629,3829.01,0.01,78.93,48.51,302218.62,1.28,16789.92,131,28,24,0,26,42,374,255,45,0
26,2,1,1,142,554.78,0.03,33.14,16.74,18386.94,0.18,1021.5,18,0,5,0,8,7,84,58,3,0
15,2,1,1,46,175.14,0.08,12.67,13.83,2218.42,0.06,123.25,9,0,3,0,8,6,27,19,3,0
20,2,1,2,64,304.31,0.12,8.59,35.41,2615.19,0.1,145.29,14,0,4,0,11,16,39,25,3,0
206,22,1,22,608,3907.17,0.02,48.77,80.11,190569.02,1.3,10587.17,173,1,30,0,24,62,356,252,43,0
60,13,1,12,166,871.16,0.09,11.64,74.85,10138.45,0.29,563.25,55,0,3,0,9,29,91,75,25,0
92,13,1,2,156,856.73,0.04,22.31,38.4,19115.77,0.29,1061.99,72,0,17,0,21,24,105,51,14,0
87,13,1,13,146,777,0.03,28.74,27.04,22328.57,0.26,1240.48,70,0,15,0,21,19,94,52,14,0
39,3,1,3,129,686.53,0.07,14.54,47.22,9981.07,0.23,554.5,28,2,7,0,14,26,75,54,5,0
32,1,1,1,207,1070.17,0.1,9.6,111.48,10273.67,0.36,570.76,26,0,3,0,6,30,111,96,1,0
17,1,1,1,58,258.64,0.16,6.23,41.51,1611.57,0.09,89.53,10,0,4,0,9,13,40,18,1,0
37,2,1,1,137,713.7,0.07,14.61,48.85,10426.15,0.24,579.23,29,0,6,0,14,23,89,48,3,0
56,3,1,1,201,1030.99,0.04,25.33,40.7,26118.31,0.34,1451.02,39,3,11,0,14,21,125,76,5,0
13,3,3,2,28,121.01,0.13,7.5,16.14,907.6,0.04,50.42,8,0,3,0,12,8,18,10,5,0
28,6,1,5,71,329.71,0.09,10.67,30.91,3516.95,0.11,195.39,23,0,3,0,10,15,39,32,11,0
51,5,4,2,211,1144.94,0.04,25.5,44.9,29196.02,0.38,1622,40,2,6,0,17,26,133,78,9,0
20,2,1,2,64,304.31,0.12,8.59,35.41,2615.19,0.1,145.29,14,0,4,0,11,16,39,25,3,0
36,3,1,3,119,633.31,0.07,13.46,47.05,8525.32,0.21,473.63,25,2,7,0,14,26,69,50,5,0
19,1,1,1,54,240.81,0.15,6.67,36.12,1605.4,0.08,89.19,10,1,5,0,10,12,38,16,1,0
21,1,1,1,57,261.33,0.14,7.14,36.59,1866.73,0.09,103.71,12,1,6,0,10,14,37,20,1,0
15,3,3,2,30,131.77,0.12,8.13,16.21,1070.63,0.04,59.48,9,0,4,0,13,8,20,10,5,0
206,12,3,7,869,5445.84,0.01,87.48,62.25,476401.86,1.82,26466.77,143,10,46,4,27,50,545,324,23,0
119,1,1,1,605,3559,0.04,25.56,139.24,90968.02,1.19,5053.78,73,16,27,0,9,50,321,284,1,0
64,1,1,1,196,997.14,0.07,14.15,70.45,14113.4,0.33,784.08,27,19,15,0,8,26,104,92,1,0
47,1,1,1,287,1619.79,0.05,19.32,83.84,31295.11,0.54,1738.62,32,5,7,0,11,39,150,137,1,0
68,6,1,1,210,1230.18,0.06,17.71,69.45,21791.69,0.41,1210.65,42,10,12,0,16,42,117,93,11,0
84,1,1,1,424,2473.15,0.04,24.15,102.4,59731.84,0.82,3318.44,53,9,19,0,11,46,222,202,1,0
66,10,1,2,258,1433.08,0.05,21.56,66.46,30900.87,0.48,1716.72,48,2,10,1,15,32,166,92,19,0
35,1,1,1,60,234.41,0.08,13.14,17.84,3080.86,0.08,171.16,23,0,10,0,8,7,37,23,1,0
14,1,1,1,18,64.53,0.13,7.5,8.6,483.97,0.02,26.89,5,0,7,0,9,3,13,5,1,0
45,3,1,3,71,364.18,0.09,11.25,32.36,4097.01,0.12,227.61,26,1,16,0,15,20,41,30,5,0
61,11,1,10,140,712.24,0.09,11.34,62.81,8076.86,0.24,448.71,47,0,12,0,9,25,77,63,21,0
79,11,1,1,125,655.99,0.04,24.09,27.23,15801.66,0.22,877.87,62,0,14,0,21,17,86,39,12,0
74,11,1,11,124,636.03,0.04,26.13,24.35,16616.31,0.21,923.13,60,0,12,0,19,16,80,44,12,0
34,2,1,2,52,244.42,0.09,11.67,20.95,2851.6,0.08,158.42,13,2,17,0,14,12,32,20,3,0
29,1,1,1,173,865,0.11,9.23,93.71,7984.62,0.29,443.59,22,0,4,0,6,26,93,80,1,0
27,12,1,12,207,828,0.01,102,8.11,84456,0.28,4692,15,0,10,0,12,4,139,68,23,0
30,1,1,1,70,259.02,0.05,21.6,11.99,5595.06,0.09,310.84,16,0,12,0,8,5,43,27,1,0
42,1,1,1,192,768,0.03,38.5,19.95,29568,0.26,1642.67,26,0,14,0,8,8,115,77,1,0
15,3,3,2,30,131.77,0.12,8.13,16.21,1070.63,0.04,59.48,9,0,4,0,13,8,20,10,5,0
22,3,1,2,36,150.12,0.13,7.5,20.02,1125.88,0.05,62.55,15,0,5,0,9,9,21,15,5,0
32,3,1,2,55,267.19,0.08,11.79,22.67,3149.01,0.09,174.95,25,0,5,0,15,14,33,22,4,0
33,3,3,1,114,589.37,0.06,15.71,37.51,9261.55,0.2,514.53,26,0,4,0,15,21,70,44,5,0
18,1,1,1,47,209.59,0.15,6.58,31.87,1378.48,0.07,76.58,10,0,6,0,9,13,28,19,1,0
20,2,1,2,64,304.31,0.12,8.59,35.41,2615.19,0.1,145.29,14,0,4,0,11,16,39,25,3,0
53,5,1,5,140,786.06,0.06,17.71,44.39,13920.86,0.26,773.38,42,0,9,0,18,31,79,61,9,0
19,3,1,2,36,150.12,0.13,7.5,20.02,1125.88,0.05,62.55,15,0,2,0,9,9,21,15,5,0
31,3,1,2,56,260.06,0.12,8.25,31.52,2145.46,0.09,119.19,22,0,6,0,11,14,35,21,4,0
26,3,1,3,36,152.93,0.12,8.25,18.54,1261.63,0.05,70.09,20,0,4,0,11,8,24,12,4,0
39,3,1,3,129,686.53,0.07,14.54,47.22,9981.07,0.23,554.5,28,2,7,0,14,26,75,54,5,0
12,1,1,1,37,148,0.21,4.8,30.83,710.4,0.05,39.47,6,0,3,0,6,10,21,16,1,0
19,1,1,1,60,271.41,0.14,6.92,39.2,1879.02,0.09,104.39,11,0,5,0,10,13,42,18,1,0
20,1,1,1,66,302.61,0.15,6.6,45.85,1997.21,0.1,110.96,12,1,5,0,9,15,44,22,1,0
13,3,3,2,28,121.01,0.13,7.5,16.14,907.6,0.04,50.42,8,0,3,0,12,8,18,10,5,0
20,4,1,3,45,197.65,0.11,9.09,21.74,1796.86,0.07,99.83,15,0,3,0,10,11,25,20,7,0
39,4,1,2,64,320,0.08,12.5,25.6,4000,0.11,222.22,30,0,7,0,16,16,39,25,5,0
78,8,4,7,179,1025.3,0.05,21.21,48.34,21748.74,0.34,1208.26,59,3,13,1,20,33,109,70,12,0
28,8,7,3,67,314.93,0.05,19.2,16.4,6046.65,0.1,335.92,22,1,3,0,16,10,43,24,15,0
10,3,1,2,24,91.38,0.19,5.33,17.13,487.34,0.03,27.07,6,0,2,0,8,6,16,8,5,0
78,11,11,7,281,1704.57,0.03,29.33,58.11,50000.75,0.57,2777.82,62,8,8,0,22,45,161,120,21,0
30,5,1,1,92,460,0.04,23.38,19.67,10756.92,0.15,597.61,22,1,5,0,19,13,60,32,9,0
111,29,23,3,298,1730.59,0.03,30.79,56.21,53284.01,0.58,2960.22,68,32,11,0,18,38,168,130,57,0
31,5,4,3,84,390.08,0.03,30.81,12.66,12019.46,0.13,667.75,24,0,5,0,17,8,55,29,9,0
49,3,1,2,193,1100.18,0.05,18.21,60.4,20039.08,0.37,1113.28,37,0,9,0,17,35,118,75,5,0
54,16,11,4,151,829.27,0.04,24.8,33.44,20565.89,0.28,1142.55,43,1,7,1,20,25,89,62,31,0
22,2,1,1,64,310.91,0.08,12.13,25.62,3772.38,0.1,209.58,12,3,5,0,14,15,38,26,3,0
48,4,1,1,108,524.66,0.05,18.28,28.7,9591.48,0.17,532.86,31,1,11,1,13,16,63,45,7,0
25,5,4,3,85,408.63,0.04,27,15.13,11032.88,0.14,612.94,21,0,2,0,18,10,55,30,9,0
32,6,1,5,75,343.87,0.1,9.9,34.73,3404.33,0.11,189.13,27,0,3,0,9,15,42,33,11,0
51,6,1,2,82,430.33,0.07,13.95,30.85,6003.1,0.14,333.51,40,0,9,0,18,20,51,31,7,0
6,1,1,1,13,43.19,0.4,2.5,17.27,107.96,0.01,6,4,0,0,0,5,5,8,5,1,0
24,5,1,4,58,262.37,0.1,10,26.24,2623.67,0.09,145.76,19,0,3,0,10,13,32,26,9,0
38,5,1,5,58,269.34,0.09,10.83,24.86,2917.89,0.09,162.1,30,0,6,0,13,12,38,20,6,0
36,5,1,5,62,284.27,0.1,10.5,27.07,2984.81,0.09,165.82,29,0,4,0,12,12,41,21,6,0
38,5,1,5,66,313.82,0.08,12.92,24.28,4055.55,0.1,225.31,30,0,6,0,14,13,42,24,6,0
34,5,5,1,56,242.03,0.06,17.25,14.03,4174.97,0.08,231.94,19,2,10,0,12,8,33,23,9,0
33,2,1,2,102,531.36,0.08,12.61,42.13,6702.44,0.18,372.36,24,0,6,0,15,22,65,37,3,0
41,4,1,4,125,669.69,0.05,18.39,36.41,12316.55,0.22,684.25,31,1,6,0,18,23,78,47,7,0
25,5,4,3,100,470.04,0.03,35.89,13.1,16869.36,0.16,937.19,21,0,2,0,17,9,62,38,9,0
34,5,1,1,127,548.88,0.02,63,8.71,34579.75,0.18,1921.1,19,0,13,0,15,5,85,42,9,0
21,2,1,2,86,371.69,0.04,26,14.3,9663.83,0.12,536.88,16,0,3,0,13,7,58,28,3,0
23,2,1,1,77,332.79,0.04,27.86,11.95,9270.54,0.11,515.03,17,0,4,0,13,7,47,30,3,0
59,3,1,1,99,427.87,0.05,22,19.45,9413.16,0.14,522.95,32,14,11,0,11,9,63,36,5,0
34,3,1,1,87,376.01,0.03,31.57,11.91,11871.1,0.13,659.51,25,2,5,0,13,7,53,34,5,0
14,1,1,1,34,149.34,0.13,7.73,19.33,1153.98,0.05,64.11,8,0,4,0,10,11,17,17,1,0
34,8,5,1,93,460.74,0.03,40,11.52,18429.61,0.15,1023.87,19,3,9,1,20,11,49,44,15,0
46,10,6,1,125,635.93,0.02,49.5,12.85,31478.68,0.21,1748.82,29,4,10,1,22,12,71,54,19,0
15,1,1,1,36,144,0.13,7.5,19.2,1080,0.05,60,9,0,4,0,10,6,27,9,1,0
45,5,1,2,73,374.44,0.08,13.22,28.32,4950.9,0.12,275.05,35,0,8,0,17,18,45,28,6,0
40,12,9,7,172,980.48,0.04,23.44,41.83,22979.9,0.33,1276.66,28,0,10,0,20,32,97,75,23,0
32,12,9,7,170,964.31,0.04,22.27,43.31,21471.02,0.32,1192.83,28,0,2,0,19,32,95,75,23,0
24,4,3,2,68,326.9,0.06,16,20.43,5230.4,0.11,290.58,16,1,4,0,16,12,44,24,7,0
17,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
30,11,9,3,113,593.02,0.03,29.9,19.83,17731.17,0.2,985.07,23,0,5,0,23,15,74,39,21,0
45,18,12,5,136,713.72,0.04,26.55,26.88,18949.22,0.24,1052.73,39,0,4,0,18,20,77,59,35,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,6,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
14,4,3,1,32,133.44,0.12,8.64,15.44,1153.28,0.04,64.06,11,0,1,0,11,7,21,11,7,0
22,12,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0
29,3,1,2,43,218.76,0.1,9.56,22.88,2091.9,0.07,116.22,22,1,4,0,18,16,26,17,4,0
24,8,3,1,70,302.53,0.04,25.07,12.07,7584.98,0.1,421.39,16,1,4,0,13,7,43,27,15,0
19,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
24,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0
10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
27,4,3,2,60,294.41,0.09,11,26.76,3238.55,0.1,179.92,19,5,1,0,15,15,38,22,7,0
16,3,3,1,34,146.95,0.1,10.5,13.99,1542.93,0.05,85.72,12,0,2,0,14,6,25,9,5,0
26,4,4,1,42,178.41,0.09,11.69,15.27,2085.19,0.06,115.84,17,5,4,0,11,8,25,17,7,0
4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,1,1,1,9,28.53,0.33,3,9.51,85.59,0.01,4.75,4,0,0,0,6,3,6,3,1,0
9,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
13,5,5,2,50,229.25,0.05,21.86,10.49,5010.71,0.08,278.37,12,0,1,0,17,7,32,18,9,0
10,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
57,11,9,9,146,797.08,0.05,18.26,43.65,14554.04,0.27,808.56,46,0,7,2,17,27,88,58,21,0
13,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
