$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,10.24,9.1,848.2,0.03,26,0.11,47.12,93.21,0.5,1,2,6,0.22,13,13,5,7,9,80,5,0
5,0,7,25,8,3,0.27,4,2,1,0.33,10,1,0,4,1,16,9,1296,0.05,36,0.11,72,144,0.33,2,4,9,0.08,14,22,7,9,38,88.89,11,0
3,0,6,3,4,2,0.29,2,2,1,0.5,6,1,0,1,1,14.27,4.67,310.84,0.02,18,0.21,17.27,66.61,0.5,1,2,6,0.17,8,10,6,7,12,90,7,0
15,7,38,0,26,8,0.18,12,2.17,4,0.5,37,4,0,7,8,28.74,34.11,"33,446.1",0.33,183,0.03,"1,858.12",980.43,0.5,7,13,31,0.15,79,104,22,19,52,84.44,45,0
3,6,10,3,4,2,0.17,2,2,2,1,10,1,0,2,2,27.32,5.46,815.7,0.05,33,0.18,45.32,149.28,0.5,1,2,10,0.13,17,16,14,9,16,86.67,12,0
5,1,3,0,8,3,0.75,4,2,1,0.33,11,1,0,1,2,17.86,5.25,492.27,0.03,24,0.19,27.35,93.77,0.33,2,4,10,0.5,12,12,8,7,6,75,4,0
17,15,18,0,32,9,0.45,16,2,8,0.89,45,1,0,2,3,29.48,16.88,8396,0.17,97,0.06,466.44,497.54,0.11,8,16,38,0.39,45,52,20,15,23,90,20,0
13,2,16,0,24,7,0.35,12,2,7,1,26,7,1,4,6,14.12,29.25,"12,076.68",0.14,94,0.03,670.93,412.88,1,6,12,21,0.26,36,58,8,13,27,80,20,0
3,2,4,0,4,2,0.4,2,2,2,1,6,1,0,1,0,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,6,0.29,7,10,6,8,7,80,5,0
7,1,7,7,12,4,0.36,6,2,1,0.25,13,1,0,4,1,14.31,13.81,"2,730.1",0.07,45,0.07,151.67,197.65,0.25,3,6,11,0.2,17,28,8,13,20,77.78,11,0
3,2,4,9,4,2,0.33,2,2,2,1,8,1,0,2,0,14.24,6.86,669.75,0.03,25,0.15,37.21,97.67,0.5,1,2,8,0.12,12,13,7,8,17,86.67,6,0
11,5,10,0,20,6,0.55,10,2,6,1,35,1,0,1,1,11.99,30.94,"11,475.71",0.12,82,0.03,637.54,370.93,0.17,5,10,31,0.46,33,49,8,15,13,90.91,11,0
3,1,3,0,4,2,0.4,2,2,1,0.5,6,1,0,2,3,12.14,5.33,345.2,0.02,17,0.19,19.18,64.73,0.5,1,2,6,0.29,8,9,6,8,7,60,5,0
7,4,32,16,12,4,0.12,6,2,3,0.75,23,1,0,2,0,68.15,17.14,"20,027.63",0.39,207,0.06,"1,112.65","1,168.28",0.25,3,6,21,0.08,80,127,35,15,52,96,34,0
7,4,9,0,12,4,0.36,6,2,4,1,22,4,1,2,2,14.35,14.7,"3,100.35",0.07,46,0.07,172.24,210.91,1,3,6,20,0.29,21,25,10,14,14,81.82,11,0
5,2,9,2,4,3,0.23,2,2,3,1,10,1,0,4,2,12.06,6.75,549.52,0.03,22,0.15,30.53,81.41,0.33,1,2,9,0.18,6,16,4,9,17,73.33,13,0
5,0,3,0,6,3,0.75,2,3,1,0.33,7,3,1,1,3,6.92,8,442.81,0.02,16,0.13,24.6,55.35,1,2,3,6,0.5,6,10,3,8,6,75,4,0
8,1,17,0,4,6,0.32,2,2,2,0.33,16,1,0,2,3,24.17,10.23,"2,529.6",0.08,52,0.1,140.53,247.25,0.17,1,2,12,0.27,19,33,13,14,22,89.47,19,0
3,1,2,0,4,2,0.67,2,2,2,1,8,1,0,1,4,12.69,5.25,349.69,0.02,18,0.19,19.43,66.61,0.5,1,2,8,0.29,9,9,6,7,7,66.67,3,0
5,3,11,4,8,3,0.25,4,2,1,0.33,15,1,0,1,0,25.96,8.17,"1,731.33",0.07,53,0.12,96.19,212,0.33,2,4,14,0.17,21,32,9,7,18,93.75,12,0
3,1,0,0,4,2,1,2,2,1,0.5,7,1,0,0,2,8.18,7,401.52,0.02,16,0.14,22.31,57.36,0.5,1,2,7,2,7,9,4,8,1,0,0,0
7,3,6,0,12,4,0.5,6,2,3,0.75,16,1,0,2,2,21.69,6.13,813.61,0.04,34,0.16,45.2,132.83,0.25,3,6,14,0.36,14,20,8,7,11,75,8,0
7,13,14,2,12,4,0.22,6,2,4,1,27,1,0,4,1,25.76,15.43,"6,132.21",0.13,81,0.06,340.68,397.46,0.25,3,6,25,0.18,27,54,14,16,22,80,18,0
3,2,1,0,4,2,1,2,2,2,1,7,1,0,1,0,9.25,4.67,201.53,0.01,13,0.21,11.2,43.19,0.5,1,2,7,0.5,4,9,3,7,4,50,2,0
3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,0,12.18,3,109.62,0.01,11,0.33,6.09,36.54,0.5,1,2,6,0.4,4,7,4,6,5,66.67,3,0
5,1,13,1,8,3,0.19,4,2,2,0.67,11,1,0,3,5,15.13,14.95,"3,381.36",0.08,50,0.07,187.85,226.18,0.33,2,4,10,0.14,23,27,10,13,22,82.35,16,0
5,1,8,0,8,3,0.3,4,2,2,0.67,10,3,1,2,5,15.41,11.9,"2,182.44",0.06,40,0.08,121.25,183.4,1,2,4,9,0.23,17,23,10,14,13,80,10,0
5,7,3,2,6,3,0.75,2,3,3,1,14,3,1,1,1,13.22,5.6,414.45,0.02,20,0.18,23.02,74.01,1,2,3,13,0.38,7,13,5,8,8,83.33,4,0
3,2,6,0,4,2,0.25,2,2,2,1,7,1,0,2,2,9.91,11.2,"1,243.35",0.04,30,0.09,69.07,111.01,0.5,1,2,7,0.18,14,16,5,8,11,75,8,0
7,1,5,0,12,4,0.67,6,2,2,0.5,13,1,0,1,3,6.44,18,2088,0.04,29,0.06,116,116,0.25,3,6,11,0.44,12,17,4,12,9,83.33,6,0
15,4,52,9,28,8,0.15,14,2,3,0.38,47,1,0,3,0,115.8,20.46,"48,481.62",0.79,392,0.05,"2,693.42","2,369.4",0.13,7,14,41,0.12,152,240,52,14,66,95.31,55,0
5,1,9,10,6,3,0.25,2,3,2,0.67,9,3,1,3,3,15.53,18.9,"5,545.97",0.1,64,0.05,308.11,293.44,1,2,3,8,0.13,27,37,10,14,24,86.36,12,0
3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,7,0.33,9,12,5,8,6,75,4,0
3,0,3,8,4,2,0.4,2,2,1,0.5,6,1,0,2,0,10.98,11.92,"1,558.69",0.04,32,0.08,86.59,130.8,0.5,1,2,6,0.13,13,19,6,11,15,84.62,5,0
11,3,18,19,16,6,0.29,6,2.67,4,0.67,24,6,1,3,5,19.55,75.6,"111,737.37",0.49,293,0.01,"6,207.63","1,478.01",1,5,8,20,0.14,126,167,15,18,44,92.5,21,0
3,8,7,9,4,2,0.25,2,2,2,1,14,1,0,1,0,26.49,7.54,"1,505.47",0.07,42,0.13,83.64,199.71,0.5,1,2,14,0.11,14,28,13,14,19,94.12,8,0
7,1,14,0,12,4,0.24,6,2,1,0.25,14,1,0,3,4,14.3,28.78,"11,846.2",0.14,91,0.03,658.12,411.64,0.25,3,6,12,0.2,37,54,9,14,20,82.35,17,0
13,1,19,36,24,7,0.29,12,2,2,0.29,27,7,1,5,1,22.47,19.15,"8,239.54",0.14,82,0.05,457.75,430.33,1,6,12,22,0.11,31,51,17,21,63,91.67,24,0
7,2,13,5,10,4,0.29,4,2.5,3,0.75,11,4,1,1,5,23.56,17.73,"7,408.74",0.14,86,0.06,411.6,417.79,1,3,5,9,0.17,38,48,15,14,23,94.74,14,0
3,1,3,0,4,2,0.5,2,2,2,1,8,1,0,1,3,15.95,5.14,421.94,0.03,21,0.19,23.44,82.04,0.5,1,2,8,0.33,9,12,7,8,6,75,4,0
11,1,13,0,20,6,0.43,10,2,4,0.67,25,1,0,1,4,10.33,15.75,"2,563.7",0.05,49,0.06,142.43,162.77,0.17,5,10,21,0.38,21,28,4,6,16,92.86,14,0
11,4,14,32,18,6,0.32,8,2.25,4,0.67,22,4,0,5,0,23.81,12.12,"3,494.58",0.1,60,0.08,194.14,288.44,0.67,5,9,18,0.11,21,39,13,15,53,90.2,19,0
5,3,18,0,8,3,0.14,4,2,2,0.67,15,1,0,4,1,25.33,13.75,"4,788.98",0.12,75,0.07,266.05,348.29,0.33,2,4,14,0.13,35,40,14,11,24,81.82,22,0
5,3,10,0,8,3,0.25,4,2,2,0.67,12,1,0,2,4,16.72,15.27,"3,900.84",0.09,55,0.07,216.71,255.41,0.33,2,4,11,0.2,24,31,11,14,15,83.33,12,0
5,5,14,20,8,3,0.17,4,2,3,1,14,1,0,4,1,23.56,9.73,"2,230.76",0.08,50,0.1,123.93,229.25,0.33,2,4,13,0.08,23,27,13,11,40,89.47,18,0
21,9,21,0,32,11,0.44,12,2.67,7,0.64,44,7,0,4,2,26.35,22.37,"13,183.31",0.2,114,0.04,732.41,589.37,0.64,10,16,35,0.39,50,64,19,17,28,84,25,0
3,2,6,1,4,2,0.22,2,2,1,0.5,7,1,0,3,2,11.06,11.14,"1,372.69",0.04,29,0.09,76.26,123.19,0.5,1,2,7,0.17,13,16,7,12,12,70,9,0
11,3,14,0,18,6,0.38,8,2.25,3,0.5,21,4,0,2,6,16.23,21.14,"7,252.56",0.11,73,0.05,402.92,343.13,0.67,5,9,17,0.27,31,42,11,15,22,87.5,16,0
5,3,11,5,8,3,0.23,4,2,2,0.67,16,1,0,2,0,31.06,13.76,"5,884.44",0.14,88,0.07,326.91,427.5,0.33,2,4,15,0.15,39,49,17,12,20,88.89,13,0
3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,3,9.87,5.63,312.22,0.02,15,0.18,17.35,55.51,0.5,1,2,5,0.4,5,10,4,9,5,66.67,3,0
3,2,4,0,4,2,0.4,2,2,2,1,7,1,0,1,2,13.87,4.67,302.05,0.02,17,0.21,16.78,64.73,0.5,1,2,7,0.29,7,10,6,8,7,80,5,0
11,8,16,2,18,6,0.35,8,2.25,6,1,29,4,0,1,1,27.77,17.65,"8,647.06",0.16,98,0.06,480.39,490,0.67,5,9,25,0.29,40,58,17,15,21,94.74,17,0
3,6,10,0,4,2,0.17,2,2,2,1,10,1,0,2,7,32.65,10.67,"3,715.08",0.12,75,0.09,206.39,348.29,0.5,1,2,10,0.12,32,43,15,10,17,83.33,12,0
3,3,2,0,4,2,0.67,2,2,2,1,9,1,0,1,3,13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,0.5,1,2,9,0.4,10,13,6,8,5,66.67,3,0
3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,3,13.14,6.67,583.79,0.03,23,0.15,32.43,87.57,0.5,1,2,7,0.29,10,13,6,8,7,75,4,0
5,3,6,0,8,3,0.43,4,2,3,1,15,1,0,1,1,13.75,16,"3,521.25",0.07,48,0.06,195.63,220.08,0.33,2,4,14,0.33,16,32,8,16,9,85.71,7,0
5,5,5,0,6,3,0.5,2,3,2,0.67,13,3,1,1,1,8.75,14.3,"1,788.9",0.04,30,0.07,99.38,125.1,1,2,3,12,0.38,11,19,5,13,8,83.33,6,0
3,4,2,0,4,2,0.67,2,2,2,1,8,1,0,1,3,15.13,7.43,834.75,0.04,26,0.13,46.37,112.37,0.5,1,2,8,0.4,8,18,7,13,5,66.67,3,0
9,3,27,13,16,5,0.17,8,2,2,0.4,27,1,0,3,5,24.24,41.79,"42,320.2",0.34,213,0.02,"2,351.12","1,012.79",0.2,4,8,24,0.1,90,123,14,13,49,93.02,30,1
11,7,20,5,20,6,0.25,10,2,5,0.83,33,1,0,4,1,17.24,24.19,"10,090.27",0.14,85,0.04,560.57,417.09,0.17,5,10,29,0.19,37,48,13,17,31,86.21,24,0
3,4,7,0,4,2,0.22,2,2,2,1,8,1,0,2,1,18.52,7.94,"1,169.11",0.05,33,0.13,64.95,147.16,0.5,1,2,8,0.18,11,22,9,13,11,77.78,9,0
11,1,16,26,20,6,0.29,10,2,2,0.33,23,6,1,5,1,20.52,18,"6,647.55",0.12,72,0.06,369.31,369.31,1,5,10,19,0.12,27,45,15,20,49,89.36,21,0
11,4,13,2,20,6,0.35,10,2,4,0.67,29,5,0,4,2,20.12,14.17,"4,037.5",0.1,57,0.07,224.31,285,0.83,5,10,25,0.26,25,32,15,17,23,78.95,17,0
3,6,14,0,4,2,0.13,2,2,1,0.5,16,1,0,2,2,20.4,20.68,"8,723.93",0.14,92,0.05,484.66,421.82,0.5,1,2,16,0.11,35,57,11,13,19,87.5,16,0
5,0,1,0,6,3,1.5,2,3,1,0.33,8,3,1,1,1,7.52,7.88,466.26,0.02,16,0.13,25.9,59.21,1,2,3,7,0.75,7,9,4,9,4,50,2,0
5,3,7,0,6,3,0.38,2,3,3,1,9,3,1,1,2,16.4,9.1,"1,358.43",0.05,33,0.11,75.47,149.28,1,2,3,8,0.27,14,19,10,13,11,87.5,8,0
5,2,14,0,8,3,0.18,4,2,2,0.67,13,1,0,3,3,26.92,10.94,"3,220.15",0.1,60,0.09,178.9,294.41,0.33,2,4,12,0.16,25,35,16,14,19,82.35,17,0
7,4,6,0,12,4,0.57,6,2,4,1,22,1,0,1,1,12.38,20,"4,951.76",0.08,54,0.05,275.1,247.59,0.25,3,6,20,0.44,24,30,9,15,9,85.71,7,0
3,3,4,0,4,2,0.4,2,2,2,1,8,1,0,1,4,15.86,6,571.1,0.03,25,0.17,31.73,95.18,0.5,1,2,8,0.22,12,13,7,7,9,80,5,0
12,9,18,2,12,8,0.4,6,2,7,0.88,28,5,0,2,1,27.79,11.33,3570,0.11,63,0.09,198.33,315,0.63,3,6,22,0.33,20,43,15,17,24,90.91,20,0
3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,4,12.11,6.42,498.63,0.03,21,0.16,27.7,77.71,0.5,1,2,6,0.2,11,10,6,7,10,80,4,0
3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,4,13.33,6,479.73,0.03,21,0.17,26.65,79.95,0.5,1,2,6,0.33,9,12,6,8,6,66.67,3,0
1,1,1,4,4,1,0.5,2,2,1,1,2,1,0,1,2,11.24,4,179.89,0.01,13,0.25,9.99,44.97,1,1,2,3,0.13,3,10,3,8,8,83.33,2,0
16,6,32,7,20,9,0.25,8,2.5,9,1,37,7,0,4,3,19.35,41.25,"32,929.43",0.27,150,0.02,"1,829.41",798.29,0.78,6,10,30,0.19,55,95,16,24,47,90.7,36,0
5,1,3,4,6,3,0.75,2,3,2,0.67,7,3,1,1,1,10.66,9,863.17,0.03,23,0.11,47.95,95.91,1,2,3,6,0.3,9,14,6,12,10,87.5,4,0
3,3,6,1,4,2,0.25,2,2,2,1,10,1,0,2,0,27.88,10.38,"3,006.43",0.1,64,0.1,167.02,289.51,0.5,1,2,10,0.18,27,37,13,10,11,77.78,8,0
5,5,11,2,6,3,0.23,2,3,2,0.67,12,3,1,2,1,28.53,12.79,"4,669.85",0.12,73,0.08,259.44,365,1,2,3,11,0.17,29,44,17,15,18,86.67,13,0
5,2,4,0,8,3,0.6,4,2,2,0.67,12,1,0,1,1,11.97,7.86,738.66,0.03,23,0.13,41.04,94.01,0.33,2,4,11,0.43,11,12,7,10,7,80,5,0
3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,2,7,6,252,0.01,14,0.17,14,42,0.5,2,3,5,0.5,4,10,2,6,4,50,2,0
3,4,12,8,4,2,0.15,2,2,1,0.5,9,1,0,1,4,24.76,15,"5,570.02",0.12,79,0.07,309.45,371.33,0.5,1,2,9,0.08,30,49,13,13,26,95.24,13,1
5,8,8,1,8,3,0.27,4,2,3,1,16,3,1,3,2,14.83,17,"4,286.94",0.08,55,0.06,238.16,252.17,1,2,4,15,0.21,17,38,8,16,14,75,11,0
3,2,8,0,4,2,0.2,2,2,2,1,6,1,0,2,1,16.87,3.94,261.51,0.02,17,0.25,14.53,66.42,0.5,1,2,6,0.18,9,8,8,7,11,80,10,0
5,1,10,1,8,3,0.25,4,2,1,0.33,14,1,0,2,0,23.11,17.08,"6,740.74",0.13,85,0.06,374.49,394.73,0.33,2,4,13,0.2,37,48,13,12,15,84.62,12,0
7,5,26,1,12,4,0.13,6,2,3,0.75,19,4,1,4,4,27.77,19.44,10500,0.18,108,0.05,583.33,540,1,3,6,17,0.12,50,58,18,14,34,87.1,30,0
11,1,16,30,20,6,0.29,10,2,2,0.33,23,1,0,5,0,16.79,21,"7,403.19",0.12,75,0.05,411.29,352.53,0.17,5,10,19,0.11,36,39,12,14,53,90.2,21,0
3,4,5,0,4,2,0.29,2,2,2,1,8,1,0,2,0,13.4,7,656.36,0.03,24,0.14,36.46,93.77,0.5,1,2,8,0.22,7,17,5,10,9,71.43,7,0
7,0,13,29,12,4,0.24,6,2,1,0.25,15,1,0,4,2,15.61,26,"10,551.02",0.14,91,0.04,586.17,405.81,0.25,3,6,13,0.08,36,55,9,13,48,91.3,17,0
3,1,7,0,4,2,0.22,2,2,2,1,8,1,0,2,5,15.3,10.69,"1,747.39",0.05,40,0.09,97.08,163.5,0.5,1,2,8,0.13,19,21,8,9,15,77.78,9,0
7,1,7,0,10,4,0.44,4,2.5,1,0.25,13,3,0,2,5,10.84,18.42,"3,676.94",0.07,47,0.05,204.27,199.65,0.75,3,5,11,0.31,17,30,6,13,13,77.78,9,0
13,4,28,1,18,7,0.21,6,3,5,0.71,37,7,1,5,2,16.67,30.46,"15,468.34",0.17,99,0.03,859.35,507.8,1,6,9,32,0.19,36,63,13,22,37,85.29,33,0
7,3,36,13,12,4,0.1,6,2,3,0.75,20,3,0,3,0,64.11,29.8,"56,936.47",0.64,329,0.03,"3,163.14","1,910.62",0.75,3,6,18,0.07,149,180,40,16,54,94.23,39,0
15,7,21,0,28,8,0.35,14,2,7,0.88,46,1,0,2,2,32.65,16.07,"8,441.45",0.18,105,0.06,468.97,525,0.13,7,14,40,0.32,47,58,19,13,25,91.3,23,0
5,0,1,0,8,3,1.5,2,4,1,0.33,7,1,0,1,2,5.89,13.5,"1,074.15",0.03,23,0.07,59.68,79.57,0.33,3,4,6,0.75,6,17,2,9,4,50,2,0
3,2,0,0,6,2,1,2,3,2,1,6,1,0,0,2,11.23,8,718.87,0.03,23,0.13,39.94,89.86,0.5,2,3,6,2,8,15,5,10,1,0,0,0
3,1,3,1,4,2,0.5,2,2,2,1,5,1,0,1,0,5.5,6,198,0.01,11,0.17,11,33,0.5,1,2,5,0.29,4,7,2,6,7,80,4,0
3,5,5,0,4,2,0.33,2,2,2,1,12,1,0,1,2,14.87,9.75,"1,413.23",0.05,33,0.1,78.51,144.95,0.5,1,2,12,0.25,12,21,8,13,8,83.33,6,0
3,2,6,4,4,2,0.25,2,2,2,1,7,1,0,2,2,19.8,6.11,739.53,0.04,28,0.16,41.08,121.01,0.5,1,2,7,0.14,10,18,9,11,14,83.33,8,0
3,3,3,0,4,2,0.5,2,2,2,1,7,1,0,1,1,16.32,5.14,432,0.03,21,0.19,24,84,0.5,1,2,7,0.33,8,13,7,9,6,75,4,0
11,5,16,57,20,6,0.25,10,2,5,0.83,23,1,0,8,0,36.62,7.08,"1,833.96",0.09,59,0.14,101.89,259.14,0.17,5,10,19,0.07,23,36,13,8,83,90.12,24,0
109,49,263,110,190,54,0.19,84,2.26,48,0.89,290,33,0,25,2,186.86,51.11,"488,050.43",3.18,1247,0.02,"27,113.91","9,549.79",0.61,53,95,237,0.14,543,704,170,32,400,93.72,288,0
