$BRANCH_COUNT,$CALL_PAIRS,$LOC_CODE_AND_COMMENT,$LOC_COMMENTS,$CONDITION_COUNT,$CYCLOMATIC_COMPLEXITY,$CYCLOMATIC_DENSITY,$DECISION_COUNT,$DECISION_DENSITY,$DESIGN_COMPLEXITY,$DESIGN_DENSITY,$EDGE_COUNT,$ESSENTIAL_COMPLEXITY,$ESSENTIAL_DENSITY,$LOC_EXECUTABLE,$PARAMETER_COUNT,$HALSTEAD_CONTENT,$HALSTEAD_DIFFICULTY,$HALSTEAD_EFFORT,$HALSTEAD_ERROR_EST,$HALSTEAD_LENGTH,$HALSTEAD_LEVEL,$HALSTEAD_PROG_TIME,$HALSTEAD_VOLUME,$MAINTENANCE_SEVERITY,$MODIFIED_CONDITION_COUNT,$MULTIPLE_CONDITION_COUNT,$NODE_COUNT,$NORMALIZED_CYLOMATIC_COMPLEXITY,$NUM_OPERANDS,$NUM_OPERATORS,$NUM_UNIQUE_OPERANDS,$NUM_UNIQUE_OPERATORS,$NUMBER_OF_LINES,$PERCENT_COMMENTS,$LOC_TOTAL,$<Defective
9,5,16,6,16,5,0.25,8,2,4,0.8,24,4,0,4,2,34.96,10.5,"3,854.18",0.12,71,0.1,214.12,367.06,0.8,4,8,21,0.19,33,38,22,14,27,84.62,20,0
3,0,1,0,6,2,1,2,3,1,0.5,5,1,0,1,0,10.3,4,164.84,0.01,13,0.25,9.16,41.21,0.5,2,3,5,0.5,4,9,3,6,4,50,2,0
5,4,5,0,8,3,0.5,4,2,2,0.67,13,1,0,1,4,19.31,8.89,"1,525.99",0.06,42,0.11,84.78,171.67,0.33,2,4,12,0.33,20,22,9,8,9,83.33,6,0
5,2,4,4,8,3,0.6,4,2,2,0.67,11,1,0,1,1,11.72,6,421.94,0.02,18,0.17,23.44,70.32,0.33,2,4,10,0.27,8,10,6,9,11,88.89,5,0
5,0,5,0,8,3,0.43,4,2,1,0.33,10,1,0,2,5,10.85,9,879.05,0.03,25,0.11,48.84,97.67,0.33,2,4,9,0.27,9,16,5,10,11,71.43,7,0
3,1,4,10,4,2,0.4,2,2,1,0.5,7,1,0,1,0,13.1,6.86,616.17,0.03,23,0.15,34.23,89.86,0.5,1,2,7,0.12,12,11,7,8,17,93.33,5,0
3,1,6,24,4,2,0.25,2,2,2,1,8,1,0,2,0,18.73,15,"4,214.16",0.09,63,0.07,234.12,280.94,0.5,1,2,8,0.06,30,33,11,11,34,93.75,8,0
3,3,4,0,4,2,0.4,2,2,2,1,8,1,0,1,4,14.13,8.57,"1,038.11",0.04,31,0.12,57.67,121.11,0.5,1,2,8,0.22,15,16,7,8,9,80,5,0
3,5,4,0,4,2,0.4,2,2,2,1,10,1,0,1,2,17.18,8.56,"1,257.2",0.05,34,0.12,69.84,146.95,0.5,1,2,10,0.29,14,20,9,11,7,80,5,0
7,5,12,0,12,4,0.27,6,2,2,0.5,27,3,0,3,2,14.77,23.25,"7,985.96",0.11,70,0.04,443.66,343.48,0.75,3,6,25,0.22,31,39,12,18,18,80,15,0
3,1,4,0,4,2,0.4,2,2,2,1,6,1,0,1,2,10.54,5.25,290.59,0.02,16,0.19,16.14,55.35,0.5,1,2,6,0.22,6,10,4,7,9,80,5,0
7,7,21,6,12,4,0.17,6,2,3,0.75,23,1,0,3,2,37.17,15.89,"9,387.53",0.2,111,0.06,521.53,590.73,0.25,3,6,21,0.13,43,68,23,17,32,90,24,1
3,2,5,0,4,2,0.25,2,2,1,0.5,8,1,0,3,1,24.31,4.28,444.89,0.03,26,0.23,24.72,104,0.5,1,2,8,0.2,11,15,9,7,10,62.5,8,0
3,2,10,4,4,2,0.17,2,2,2,1,12,1,0,2,1,24.46,11.39,"3,174.41",0.09,60,0.09,176.36,278.63,0.5,1,2,12,0.11,29,31,14,11,18,87.5,12,0
5,1,7,0,6,3,0.33,2,3,2,0.67,9,3,1,2,5,13.51,17.87,"4,318.2",0.08,55,0.06,239.9,241.58,1,2,3,8,0.25,22,33,8,13,12,77.78,9,0
5,0,9,0,8,3,0.3,4,2,1,0.33,10,3,1,1,2,17.11,7.7,"1,014.63",0.04,30,0.13,56.37,131.77,1,2,4,9,0.25,14,16,10,11,12,90,10,0
27,7,89,21,40,16,0.16,20,2,16,1,106,16,1,8,2,53.43,36.9,"72,748.05",0.66,353,0.03,"4,041.56","1,971.49",1,10,20,92,0.13,123,230,30,18,120,93.22,97,0
5,2,3,0,8,3,0.75,4,2,2,0.67,12,1,0,1,3,11.02,10.21,"1,150.01",0.04,27,0.1,63.89,112.59,0.33,2,4,11,0.43,13,14,7,11,7,75,4,0
15,3,11,3,28,8,0.67,14,2,5,0.63,35,1,0,1,0,15.21,17.36,"4,582.29",0.09,66,0.06,254.57,264,0.13,7,14,29,0.47,27,39,7,9,17,93.33,12,0
3,3,9,0,4,2,0.18,2,2,2,1,9,1,0,2,2,13.9,15,"3,127.44",0.07,50,0.07,173.75,208.5,0.5,1,2,9,0.14,24,26,8,10,14,81.82,11,0
3,2,9,1,4,2,0.18,2,2,2,1,10,1,0,2,0,22.01,10,"2,200.78",0.07,48,0.1,122.27,220.08,0.5,1,2,10,0.14,20,28,12,12,14,83.33,11,0
5,0,9,4,8,3,0.3,4,2,1,0.33,10,1,0,1,1,8.15,11,985.86,0.03,25,0.09,54.77,89.62,0.33,2,4,9,0.19,11,14,4,8,16,92.86,10,0
3,1,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,9.75,6.25,380.74,0.02,16,0.16,21.15,60.92,0.5,1,2,6,0.4,5,11,4,10,5,66.67,3,0
3,0,1,0,4,2,1,2,2,1,0.5,5,1,0,1,3,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,0.5,1,2,5,0.5,2,5,2,5,4,50,2,0
3,4,4,0,4,2,0.4,2,2,2,1,9,1,0,1,3,20.22,7.5,"1,137.16",0.05,34,0.13,63.18,151.62,0.5,1,2,9,0.22,15,19,11,11,9,80,5,0
9,0,9,0,14,5,0.45,6,2.33,1,0.2,15,4,0,2,4,9.49,16.8,"2,678.11",0.05,39,0.06,148.78,159.41,0.8,4,7,12,0.36,14,25,5,12,14,81.82,11,0
3,2,2,0,4,2,0.67,2,2,2,1,8,1,0,1,1,10.15,9,822.39,0.03,24,0.11,45.69,91.38,0.5,1,2,8,0.4,10,14,5,9,5,66.67,3,0
5,3,0,0,8,3,1,2,4,3,1,9,1,0,0,2,10.3,11,"1,246.3",0.04,29,0.09,69.24,113.3,0.33,3,4,8,3,11,18,5,10,1,0,0,0
3,2,2,0,4,2,0.5,2,2,2,1,6,1,0,2,1,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,0.5,1,2,6,0.33,4,7,3,7,6,50,4,0
3,2,5,0,4,2,0.33,2,2,2,1,7,1,0,1,1,13.18,4.2,232.47,0.02,16,0.24,12.92,55.35,0.5,1,2,7,0.25,7,9,5,6,8,83.33,6,0
3,0,1,0,4,2,1,2,2,1,0.5,5,1,0,1,3,7.83,4.67,170.53,0.01,11,0.21,9.47,36.54,0.5,1,2,5,0.5,4,7,3,7,4,50,2,0
5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,15.9,5.79,532.29,0.03,23,0.17,29.57,92,1,2,3,9,0.43,9,14,7,9,7,80,5,0
5,0,8,3,6,3,0.3,2,3,1,0.33,7,3,1,2,3,11.97,13,"2,022.66",0.05,36,0.08,112.37,155.59,1,2,3,6,0.2,14,22,7,13,15,84.62,10,0
7,2,11,6,10,4,0.33,4,2.5,3,0.75,12,4,1,1,5,21,15,"4,723.94",0.1,67,0.07,262.44,314.93,1,3,5,10,0.18,30,37,13,13,22,94.44,12,0
3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,3,7.65,7.5,430.2,0.02,16,0.13,23.9,57.36,0.5,1,2,5,0.29,5,11,3,9,7,66.67,3,0
11,2,19,3,20,6,0.27,10,2,1,0.17,24,5,0,3,6,17.09,23.54,"9,471.05",0.13,82,0.04,526.17,402.37,0.83,5,10,20,0.21,36,46,13,17,29,88,22,0
5,3,6,1,8,3,0.43,4,2,3,1,12,3,1,1,0,7.67,13.75,"1,450.43",0.04,27,0.07,80.58,105.49,1,2,4,11,0.3,10,17,4,11,10,87.5,7,0
3,0,2,0,4,2,0.67,2,2,1,0.5,5,1,0,1,3,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,0.5,1,2,5,0.29,5,11,3,8,7,66.67,3,0
3,2,3,0,4,2,0.4,2,2,2,1,6,1,0,2,1,8.71,7,426.61,0.02,17,0.14,23.7,60.94,0.5,1,2,6,0.29,7,10,4,8,7,60,5,0
9,1,10,2,16,5,0.45,8,2,1,0.2,18,1,0,1,0,29.13,4.67,634.36,0.05,32,0.21,35.24,135.93,0.2,4,8,15,0.33,16,16,12,7,15,92.31,11,0
3,5,11,7,4,2,0.15,2,2,2,1,12,1,0,2,2,17.14,7,840,0.04,30,0.14,46.67,120,0.5,1,2,12,0.09,18,12,9,7,22,90,13,0
5,2,8,0,8,3,0.33,4,2,3,1,9,1,0,1,2,14.12,17.85,"4,498.36",0.08,53,0.06,249.91,252.01,0.33,2,4,8,0.27,21,32,10,17,11,88.89,9,0
3,2,7,4,4,2,0.25,2,2,1,0.5,8,1,0,1,2,15.26,11.4,"1,982.66",0.06,39,0.09,110.15,173.92,0.5,1,2,8,0.14,19,20,10,12,14,91.67,8,0
3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,1,11.41,2.5,71.32,0.01,9,0.4,3.96,28.53,0.5,1,2,6,0.5,4,5,4,5,4,50,2,0
5,1,4,0,8,3,0.6,4,2,2,0.67,9,1,0,1,4,8.53,15,1920,0.04,32,0.07,106.67,128,0.33,2,4,8,0.3,10,22,4,12,10,80,5,0
5,3,11,67,8,3,0.2,4,2,3,1,12,1,0,4,0,27.63,6.87,"1,306.18",0.06,42,0.15,72.57,189.99,0.33,2,4,11,0.04,15,27,12,11,84,95.12,15,0
3,3,6,0,4,2,0.25,2,2,2,1,8,1,0,2,1,14.88,5.25,410.22,0.03,20,0.19,22.79,78.14,0.5,1,2,8,0.2,7,13,6,9,10,75,8,0
7,0,3,0,12,4,1,6,2,1,0.25,15,1,0,1,0,10.93,8.8,846.66,0.03,26,0.11,47.04,96.21,0.25,3,6,13,0.67,11,15,5,8,6,75,4,0
7,1,9,1,12,4,0.33,6,2,2,0.5,15,4,1,3,2,14.31,10,"1,430.61",0.05,35,0.1,79.48,143.06,1,3,6,13,0.27,14,21,7,10,15,76.92,12,0
3,4,22,6,4,2,0.08,2,2,1,0.5,26,1,0,2,4,105.6,11.44,"13,825.25",0.4,209,0.09,768.07,"1,208.3",0.5,1,2,26,0.06,82,127,43,12,34,93.33,24,0
13,2,9,1,20,7,0.7,8,2.5,1,0.14,25,7,1,1,2,17.4,18.42,"5,901.18",0.11,69,0.05,327.84,320.43,1,6,10,20,0.54,34,35,12,13,13,90.91,10,0
5,1,6,0,4,3,0.3,2,2,1,0.33,10,1,0,4,0,8.31,9.17,698.02,0.03,20,0.11,38.78,76.15,0.33,1,2,9,0.25,5,15,3,11,12,60,10,0
15,5,41,22,28,8,0.18,14,2,5,0.63,35,1,0,3,6,27.62,33,"30,072.95",0.3,169,0.03,"1,670.72",911.3,0.13,7,14,29,0.11,66,103,21,21,73,95.45,44,0
10,9,76,4,8,6,0.07,4,2,6,1,78,1,0,5,4,164.51,20.18,"66,971.99",1.11,484,0.05,"3,720.67","3,319.26",0.17,2,4,74,0.07,235,249,99,17,89,94.12,81,0
3,3,6,0,4,2,0.25,2,2,2,1,7,1,0,2,0,8.05,14.67,"1,731.08",0.04,31,0.07,96.17,118.03,0.5,1,2,7,0.2,8,23,3,11,10,75,8,0
7,0,7,0,12,4,0.44,6,2,1,0.25,12,1,0,2,2,13.75,12,"1,980.7",0.06,36,0.08,110.04,165.06,0.25,3,6,10,0.36,12,24,8,16,11,77.78,9,0
3,1,6,2,4,2,0.29,2,2,2,1,6,1,0,1,2,10.79,7.2,559.51,0.03,21,0.14,31.08,77.71,0.5,1,2,6,0.18,9,12,5,8,11,88.89,7,0
5,6,7,6,8,3,0.38,4,2,3,1,13,1,0,1,2,20.73,8.73,"1,579.13",0.06,40,0.11,87.73,180.94,0.33,2,4,12,0.19,16,24,11,12,16,92.86,8,0
3,1,4,2,4,2,0.33,2,2,2,1,5,1,0,2,0,8.64,4.17,150,0.01,12,0.24,8.33,36,0.5,1,2,5,0.2,5,7,3,5,10,75,6,0
5,8,25,47,8,3,0.11,4,2,2,0.67,18,1,0,3,0,33.63,18,"10,897.35",0.2,119,0.06,605.41,605.41,0.33,2,4,17,0.04,36,83,17,17,77,96,28,0
18,13,43,22,24,10,0.2,10,2.4,6,0.6,51,5,0,6,3,27.03,40.02,"43,298.39",0.36,188,0.02,"2,405.47","1,081.92",0.5,7,12,43,0.13,69,119,25,29,75,91.55,49,0
3,2,5,0,4,2,0.33,2,2,2,1,7,1,0,1,1,8,15,1800,0.04,30,0.07,100,120,0.5,1,2,7,0.25,10,20,4,12,8,83.33,6,0
3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,0,9.49,3.5,116.27,0.01,10,0.29,6.46,33.22,0.5,1,2,6,0.4,3,7,3,7,5,66.67,3,0
5,3,18,1,8,3,0.14,4,2,2,0.67,13,1,0,3,4,19.43,16.14,"5,069.44",0.1,66,0.06,281.64,313.82,0.33,2,4,12,0.12,30,36,13,14,26,86.36,21,0
7,4,9,4,10,4,0.36,4,2.5,3,0.75,13,1,0,2,2,27.2,6.15,"1,029.98",0.06,37,0.16,57.22,167.37,0.25,3,5,11,0.24,16,21,13,10,17,86.67,11,0
3,4,17,29,4,2,0.11,2,2,2,1,10,1,0,2,1,26.89,21.18,"12,056.83",0.19,111,0.05,669.82,569.35,0.5,1,2,10,0.04,40,71,17,18,50,95.83,19,0
3,1,6,3,4,2,0.29,2,2,1,0.5,7,1,0,1,2,11.44,10.71,"1,313.83",0.04,30,0.09,72.99,122.62,0.5,1,2,7,0.15,15,15,7,10,13,90,7,0
5,21,26,100,8,3,0.1,4,2,3,1,29,1,0,3,0,119.94,3.62,"1,572.37",0.14,84,0.28,87.35,434.27,0.33,2,4,28,0.02,30,54,29,7,131,97.67,29,0
3,0,2,0,4,2,0.67,2,2,1,0.5,6,1,0,1,1,13.95,2.5,87.17,0.01,11,0.4,4.84,34.87,0.5,1,2,6,0.4,4,7,4,5,5,66.67,3,0
11,10,18,0,18,6,0.27,8,2.25,6,1,27,6,1,4,6,21.7,25.8,"14,446.14",0.19,111,0.04,802.56,559.93,1,5,9,23,0.23,43,68,15,18,26,81.82,22,0
9,2,6,0,12,5,0.71,4,3,4,0.8,16,5,1,1,1,7.87,15,"1,770.42",0.04,31,0.07,98.36,118.03,1,4,6,13,0.56,12,19,4,10,9,85.71,7,0
23,18,85,16,18,16,0.18,8,2.25,14,0.88,75,4,0,5,1,72.85,37.97,"105,022.95",0.92,422,0.03,"5,834.61","2,766.04",0.25,5,9,61,0.15,162,260,64,30,108,95.28,90,0
3,3,13,6,4,2,0.14,2,2,2,1,12,1,0,1,0,48.4,11.36,6250,0.18,110,0.09,347.22,550,0.5,1,2,12,0.09,50,60,22,10,22,95,14,0
3,6,3,2,4,2,0.5,2,2,2,1,11,1,0,1,0,11.09,4,177.52,0.01,14,0.25,9.86,44.38,0.5,1,2,11,0.25,4,10,3,6,8,83.33,4,0
3,2,7,0,8,2,0.2,4,2,2,1,7,1,0,3,3,15.05,6.75,685.66,0.03,26,0.15,38.09,101.58,0.5,2,4,7,0.14,9,17,6,9,14,70,10,0
5,2,7,8,8,3,0.3,4,2,3,1,9,1,0,3,0,19.12,4.5,387.18,0.03,24,0.22,21.51,86.04,0.33,2,4,8,0.15,9,15,6,6,20,83.33,10,0
11,0,10,5,14,6,0.5,4,3.5,1,0.17,16,6,1,2,4,19.74,14.77,"4,304.92",0.1,60,0.07,239.16,291.48,1,5,7,12,0.32,24,36,13,16,19,88.24,12,0
5,1,3,0,8,3,0.75,4,2,1,0.33,10,1,0,1,1,15.9,6.43,656.91,0.03,25,0.16,36.5,102.19,0.33,2,4,9,0.5,9,16,7,10,6,75,4,0
9,6,17,4,12,5,0.24,6,2,5,1,24,1,0,4,0,30.33,11,"3,670.35",0.11,68,0.09,203.91,333.67,0.2,3,6,21,0.19,22,46,15,15,27,84,21,0
3,0,1,0,4,2,1,2,2,1,0.5,6,1,0,1,2,3.95,15.75,980.75,0.02,18,0.06,54.49,62.27,0.5,1,2,6,0.5,7,11,2,9,4,50,2,0
3,0,3,1,4,2,0.5,2,2,1,0.5,6,1,0,1,3,10.89,5.4,317.58,0.02,17,0.19,17.64,58.81,0.5,1,2,6,0.29,9,8,5,6,7,80,4,0
3,4,7,0,4,2,0.22,2,2,2,1,8,1,0,2,1,16.85,7.56,963.75,0.04,30,0.13,53.54,127.44,0.5,1,2,8,0.18,11,19,8,11,11,77.78,9,0
11,2,14,3,20,6,0.33,10,2,3,0.5,26,1,0,4,2,18.23,24.5,"10,940.27",0.15,95,0.04,607.79,446.54,0.17,5,10,22,0.26,49,46,13,13,23,80.95,18,0
15,9,87,26,28,8,0.09,14,2,5,0.63,64,1,0,6,0,219.58,27.98,"171,850.8",2.05,935,0.04,"9,547.27","6,142.81",0.13,7,14,58,0.07,387,548,83,12,121,94.96,93,0
11,9,28,12,20,6,0.18,10,2,6,1,35,6,1,5,0,35.31,16.4,"9,496.12",0.19,112,0.06,527.56,579.03,1,5,10,31,0.13,41,71,20,16,47,88.89,33,0
3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,1,13.32,3.5,163.12,0.02,13,0.29,9.06,46.6,0.5,1,2,6,0.4,5,8,5,7,5,66.67,3,0
7,0,4,0,12,4,0.8,6,2,1,0.25,12,1,0,1,3,8.07,7,395.31,0.02,17,0.14,21.96,56.47,0.25,3,6,10,0.5,6,11,3,7,8,80,5,0
5,3,4,0,6,3,0.6,2,3,3,1,10,3,1,1,2,11.29,9,914.21,0.03,26,0.11,50.79,101.58,1,2,3,9,0.43,9,17,5,10,7,80,5,0
3,1,2,0,4,2,0.67,2,2,2,1,6,1,0,1,3,9.65,7.5,542.55,0.02,19,0.13,30.14,72.34,0.5,1,2,6,0.33,6,13,4,10,6,66.67,3,0
5,5,8,1,8,3,0.27,4,2,3,1,15,1,0,3,3,14.42,17.18,"4,256.92",0.08,51,0.06,236.5,247.76,0.33,2,4,14,0.2,21,30,11,18,15,75,11,0
13,9,18,2,22,7,0.33,10,2.2,6,0.86,35,6,0,3,2,29.39,16.32,7840,0.16,96,0.06,435.56,480,0.86,6,11,30,0.28,42,54,18,14,25,86.96,21,0
3,2,4,7,4,2,0.4,2,2,2,1,6,1,0,1,1,12.8,4.2,225.85,0.02,15,0.24,12.55,53.77,0.5,1,2,6,0.14,6,9,5,7,14,91.67,5,0
7,1,7,0,12,4,0.44,6,2,2,0.5,14,4,1,2,3,6.77,19.5,2574,0.04,33,0.05,143,132,1,3,6,12,0.33,13,20,4,12,12,77.78,9,0
3,5,7,0,4,2,0.22,2,2,2,1,9,1,0,2,1,28.06,3.43,329.87,0.03,26,0.29,18.33,96.21,0.5,1,2,9,0.18,8,18,7,6,11,77.78,9,0
3,3,8,1,4,2,0.18,2,2,2,1,6,1,0,3,3,16.37,6.87,774.04,0.04,27,0.15,43,112.59,0.5,1,2,6,0.14,11,16,8,10,14,75,11,0
5,0,14,1,8,3,0.18,4,2,1,0.33,10,1,0,3,4,14.37,14.67,"3,092.19",0.07,48,0.07,171.79,210.83,0.33,2,4,9,0.14,22,26,9,12,22,83.33,17,0
3,5,3,0,4,2,0.5,2,2,2,1,10,1,0,1,3,19.7,8.25,"1,340.75",0.05,37,0.12,74.49,162.52,0.5,1,2,10,0.22,15,22,10,11,9,75,4,0
5,4,3,0,8,3,0.75,4,2,3,1,13,1,0,1,1,14.36,8.36,"1,002.86",0.04,30,0.12,55.71,120,0.33,2,4,12,0.5,13,17,7,9,6,75,4,0
3,2,8,2,4,2,0.2,2,2,2,1,8,1,0,2,4,14.37,18.94,"5,158.22",0.09,63,0.05,286.57,272.28,0.5,1,2,8,0.13,31,32,9,11,16,83.33,10,0
5,0,6,0,6,3,0.38,2,3,1,0.33,8,3,1,2,3,8.11,11.25,"1,027.99",0.03,24,0.09,57.11,91.38,1,2,3,7,0.25,9,15,4,10,12,75,8,0
3,0,8,0,4,2,0.22,2,2,1,0.5,6,1,0,1,3,18.88,36.9,"25,706.76",0.23,164,0.03,"1,428.15",696.66,0.5,1,2,6,0.15,82,82,10,9,13,88.89,9,0
3,2,6,0,4,2,0.25,2,2,2,1,7,1,0,2,3,12.09,11.33,"1,553.4",0.05,36,0.09,86.3,137.06,0.5,1,2,7,0.18,17,19,6,8,11,75,8,0
3,4,6,12,4,2,0.29,2,2,1,0.5,10,1,0,1,1,14,10.67,"1,592.95",0.05,34,0.09,88.5,149.34,0.5,1,2,10,0.1,16,18,9,12,21,94.74,7,0
7,3,12,0,12,4,0.27,6,2,3,0.75,16,1,0,3,2,13.08,24.8,"8,043.39",0.11,69,0.04,446.86,324.33,0.25,3,6,14,0.24,31,38,10,16,17,80,15,0
3,2,1,0,4,2,1,2,2,2,1,6,1,0,1,1,9,3.33,100,0.01,10,0.3,5.56,30,0.5,1,2,6,0.5,4,6,3,5,4,50,2,0
7,7,24,15,12,4,0.16,6,2,4,1,21,1,0,1,5,33.32,23.95,"19,118.02",0.27,151,0.04,"1,062.11",798.1,0.25,3,6,19,0.09,62,89,22,17,46,97.5,25,0
9,1,5,0,16,5,0.83,8,2,1,0.2,18,1,0,1,1,19.33,6.5,816.68,0.04,33,0.15,45.37,125.64,0.2,4,8,15,0.63,13,20,7,7,8,83.33,6,0
5,0,8,27,8,3,0.27,4,2,1,0.33,9,1,0,3,0,9.03,18.67,"3,146.36",0.06,39,0.05,174.8,168.56,0.33,2,4,8,0.08,16,23,6,14,40,92.11,11,0
3,2,13,4,4,2,0.13,2,2,2,1,8,1,0,2,4,29.63,13,"5,006.9",0.13,81,0.08,278.16,385.15,0.5,1,2,8,0.09,28,53,14,13,23,89.47,15,0
1,1,1,0,4,1,0.5,2,2,1,1,2,1,0,1,0,6.55,3,58.95,0.01,7,0.33,3.28,19.65,1,1,2,3,0.25,1,6,1,6,4,50,2,0
3,4,16,40,4,2,0.12,2,2,1,0.5,10,1,0,1,0,26.21,22.13,"12,827.76",0.19,132,0.05,712.65,579.79,0.5,1,2,10,0.03,59,73,12,9,59,98.25,17,0
5,4,4,2,8,3,0.6,4,2,3,1,12,1,0,1,3,17.8,10.05,"1,796.26",0.06,39,0.1,99.79,178.81,0.33,2,4,11,0.25,17,22,11,13,12,85.71,5,0
3,2,4,0,4,2,0.29,2,2,2,1,7,1,0,3,1,7.35,8,470.48,0.02,17,0.13,26.14,58.81,0.5,1,2,7,0.22,6,11,3,8,9,57.14,7,0
3,2,3,4,4,2,0.5,2,2,2,1,7,1,0,1,4,13.32,5.83,453.3,0.03,21,0.17,25.18,77.71,0.5,1,2,7,0.17,10,11,6,7,12,87.5,4,0
5,1,4,0,8,3,0.5,4,2,2,0.67,10,1,0,2,4,8.93,7.88,553.68,0.02,19,0.13,30.76,70.31,0.33,2,4,9,0.33,7,12,4,9,9,66.67,6,0
21,3,22,13,40,11,0.46,20,2,11,1,43,1,0,2,2,102.3,4.13,"1,740.72",0.14,86,0.24,96.71,421.99,0.09,10,20,34,0.29,33,53,24,6,38,94.59,24,0
9,6,21,3,14,5,0.2,6,2.33,4,0.8,21,4,0,4,2,39.05,17.54,"12,010.76",0.23,127,0.06,667.26,684.82,0.8,4,7,18,0.17,57,70,26,16,30,85.71,25,0
104,42,265,43,166,54,0.17,78,2.13,42,0.78,265,23,0,51,0,113.79,56.83,"367,534.33",2.16,897,0.02,"20,418.57","6,466.88",0.43,44,83,213,0.15,341,556,111,37,361,85.79,316,1
7,0,7,0,12,4,0.44,6,2,1,0.25,13,4,1,2,2,5.74,20,"2,294.27",0.04,31,0.05,127.46,114.71,1,3,6,11,0.36,12,19,3,10,11,77.78,9,0
12,3,29,19,4,10,0.32,2,2,9,0.9,24,1,0,2,1,35.76,13.5,"6,517.93",0.16,92,0.07,362.11,482.81,0.1,1,2,16,0.19,30,62,20,18,53,96,31,0
7,5,10,2,12,4,0.31,6,2,3,0.75,19,4,1,3,2,24.04,11,"2,908.45",0.09,55,0.09,161.58,264.4,1,3,6,17,0.24,22,33,14,14,17,80,13,0
3,6,10,0,4,2,0.17,2,2,2,1,10,1,0,2,8,34.95,10.63,"3,945.43",0.12,79,0.09,219.19,371.33,0.5,1,2,10,0.11,34,45,16,10,18,83.33,12,0
29,14,63,17,32,16,0.22,16,2,15,0.94,67,7,0,11,0,46.5,26.63,"32,968.78",0.41,202,0.04,"1,831.6","1,238.12",0.44,8,16,53,0.17,67,135,39,31,93,87.91,74,0
3,2,10,4,4,2,0.17,2,2,2,1,12,1,0,2,1,22.42,12.27,"3,375.24",0.09,60,0.08,187.51,275.1,0.5,1,2,12,0.11,29,31,13,11,18,87.5,12,0
3,1,1,0,4,2,1,2,2,1,0.5,7,1,0,1,3,6.97,5,174.35,0.01,11,0.2,9.69,34.87,0.5,1,2,7,0.5,5,6,3,6,4,50,2,0
3,1,2,0,4,2,0.67,2,2,2,1,5,1,0,1,0,6.04,5.25,166.42,0.01,10,0.19,9.25,31.7,0.5,1,2,5,0.4,3,7,2,7,5,66.67,3,0
3,0,4,0,4,2,0.4,2,2,1,0.5,6,1,0,1,2,6.18,5,154.4,0.01,11,0.2,8.58,30.88,0.5,1,2,6,0.25,4,7,2,5,8,80,5,0
7,4,9,1,12,4,0.33,6,2,4,1,20,1,0,3,4,18.47,17,"5,338.7",0.1,64,0.06,296.59,314.04,0.25,3,6,18,0.25,26,38,13,17,16,76.92,12,0
3,3,7,0,4,2,0.22,2,2,2,1,8,1,0,2,1,19.99,4,319.82,0.03,21,0.25,17.77,79.95,0.5,1,2,8,0.18,8,13,7,7,11,77.78,9,0
3,3,2,0,4,2,0.67,2,2,2,1,9,1,0,1,3,12.5,7.5,703.24,0.03,24,0.13,39.07,93.77,0.5,1,2,9,0.4,10,14,6,9,5,66.67,3,0
3,3,2,0,4,2,0.67,2,2,2,1,9,1,0,1,0,6.67,9.33,581.18,0.02,18,0.11,32.29,62.27,0.5,1,2,9,0.4,7,11,3,8,5,66.67,3,0
3,2,2,0,4,2,0.67,2,2,2,1,6,1,0,1,4,13.33,6,479.73,0.03,21,0.17,26.65,79.95,0.5,1,2,6,0.29,9,12,6,8,7,66.67,3,0
9,3,9,0,12,5,0.5,4,3,4,0.8,15,5,1,1,2,20.03,13.36,"3,573.39",0.09,54,0.07,198.52,267.53,1,4,6,12,0.38,22,32,14,17,13,90,10,0
3,1,1,0,4,2,1,2,2,2,1,6,1,0,1,0,9.51,3,85.59,0.01,9,0.33,4.75,28.53,0.5,1,2,6,0.5,3,6,3,6,4,50,2,0
13,13,34,5,24,7,0.18,12,2,4,0.57,49,1,0,4,4,44.14,14.25,"8,962.72",0.21,119,0.07,497.93,628.96,0.14,6,12,44,0.15,57,62,26,13,48,90.7,38,0
9,1,16,0,16,5,0.26,8,2,2,0.4,18,1,0,3,1,16.91,18.7,"5,913.82",0.11,72,0.05,328.55,316.25,0.2,4,8,15,0.24,34,38,10,11,21,84.21,19,0
21,15,31,3,34,11,0.31,16,2.13,8,0.73,53,5,0,4,0,35.37,18.78,"12,477.97",0.22,124,0.05,693.22,664.34,0.45,9,17,44,0.28,48,76,23,18,40,89.47,35,0
9,5,10,0,12,5,0.42,4,3,5,1,19,5,1,2,3,20.85,12,"3,003.02",0.08,51,0.08,166.83,250.25,1,4,6,16,0.33,21,30,14,16,15,83.33,12,0
